Name,Image URL,Price,Manufacturer,Part #,Chipset,Memory,Memory Type,Core Clock,Boost Clock,Effective Memory Clock,Interface,Color,Frame Sync,Length,TDP,Case Expansion Slot Width,Total Slot Width,Cooling,External Power,HDMI Outputs,DisplayPort Outputs,DVI-D Dual Link Outputs,HDMI 2.1a Outputs,DisplayPort 1.4 Outputs,DisplayPort 1.4a Outputs,DisplayPort 2.1 Outputs,SLI/CrossFire
Zotac GAMING Trinity,//cdna.pcpartpicker.com/static/forever/images/product/52b10beb07c41f73ec4ae5239dac1c17.256p.jpg,$799.99 ,Zotac,ZT-D40730D-10P,GeForce RTX 4070 Ti SUPER,16 GB,GDDR6X,2340 MHz,2610 MHz,N/A,PCIe x16,Black,G-Sync,307 mm,285 W,2,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Sapphire PULSE,//cdna.pcpartpicker.com/static/forever/images/product/27f83b81bd3d219e7faa7b8f60bccaef.256p.jpg,$539.99 ,Sapphire,11325-04-20G,Radeon RX 7900 GRE,16 GB,GDDR6,1270 MHz,2290 MHz,18000 MHz,PCIe x16,Black / Red,FreeSync,320 mm,268 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A
Gigabyte WINDFORCE OC,//cdna.pcpartpicker.com/static/forever/images/product/d1ee397daefa4776520d717fb1a0611a.256p.jpg,$801.36 ,Gigabyte,"GV-N407TWF3OC-12GD, N407TWF3 OC 12GD",GeForce RTX 4070 Ti,12 GB,GDDR6X,2310 MHz,2625 MHz,N/A,PCIe x16,Black / Silver,G-Sync,261 mm,285 W,2,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Asus Dual GeForce RTX 3060 V2 OC Edition,//cdna.pcpartpicker.com/static/forever/images/product/a6cfb4e58daecb7b49fb19b0f5268a56.256p.jpg,$299.99 ,Asus,"DUAL-RTX3060-O12G-V2, 90YV0GB2-M0NA10",GeForce RTX 3060 12GB,12 GB,GDDR6,1320 MHz,1867 MHz,15000 MHz,PCIe x16,Black,G-Sync,200 mm,170 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
MSI VENTUS 2X BLACK OC,//cdna.pcpartpicker.com/static/forever/images/product/8740510e5c21901f28302bbcf3950e12.256p.jpg,$449.99 ,MSI,"RTX 4060 Ti VENTUS 2X BLACK 16G OC, GeForce RTX 4060 Ti VENTUS 2X BLACK 16G OC, 912-V517-014, V517-005R",GeForce RTX 4060 Ti,16 GB,GDDR6,2310 MHz,2625 MHz,N/A,PCIe x16,Black,G-Sync,199 mm,165 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Asus ROG STRIX GAMING OC,https://m.media-amazon.com/images/I/418omsvwGJL.jpg,"$1,249.99 ",Asus,"rog-strix-rtx4080s-o16g-gaming, 90YV0KB0-M0NA00, 90YV0KB0-M0AA00",GeForce RTX 4080 SUPER,16 GB,GDDR6X,2210 MHz,2670 MHz,N/A,PCIe x16,Black,G-Sync,358 mm,320 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,2,N/A,3,N/A,N/A
NVIDIA Founders Edition,//cdna.pcpartpicker.com/static/forever/images/product/c6a15cf04015662c7fa28cd2ab228c50.256p.jpg,,NVIDIA,900-1G136-2555-000,GeForce RTX 4080 SUPER,16 GB,GDDR6,2210 MHz,2550 MHz,N/A,PCIe x16,Black,G-Sync,304 mm,320 W,3,3,2 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Zotac GAMING Trinity OC,//cdna.pcpartpicker.com/static/forever/images/product/679c31e35e4e0ac278f15a747d85ef6a.256p.jpg,"$1,009.99 ",Zotac,ZT-D40820Q-10P,GeForce RTX 4080 SUPER,16 GB,GDDR6X,2210 MHz,2565 MHz,N/A,PCIe x16,White,G-Sync,307 mm,320 W,2,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
ASRock Phantom Gaming OC,//cdna.pcpartpicker.com/static/forever/images/product/4682e04146d41a728f3aaa3d23b1c97d.256p.jpg,$689.99 ,ASRock,"RX7900XT PG 20GO, 90-GA3XZZ-00UANF",Radeon RX 7900 XT,20 GB,GDDR6,2000 MHz,2450 MHz,N/A,PCIe x16,Black,FreeSync,330 mm,300 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
PowerColor Hellhound,//cdna.pcpartpicker.com/static/forever/images/product/ab9093caadd278b8e3ec0bbd6b9a6eb2.256p.jpg,,PowerColor,RX7900XTX 24G-L/OC,Radeon RX 7900 XTX,24 GB,GDDR6,2300 MHz,2525 MHz,N/A,PCIe x16,Black,FreeSync,320 mm,355 W,3,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
XFX Speedster QICK 319 Core,https://m.media-amazon.com/images/I/41UjmxCZtyL.jpg,$499.99 ,XFX,RX-78TQICKF9,Radeon RX 7800 XT,16 GB,GDDR6,1295 MHz,2430 MHz,N/A,PCIe x16,Black,FreeSync,335 mm,263 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
Asus DUAL,//cdna.pcpartpicker.com/static/forever/images/product/5909467f4e89b69ef1dc59517743c877.256p.jpg,$692.75 ,Asus,"dual-rtx4070-12g, 90YV0IZ3-M0NA00",GeForce RTX 4070,12 GB,GDDR6X,2475 MHz,2505 MHz,N/A,PCIe x16,Black,G-Sync,267 mm,200 W,2,3,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
XFX RX-79GMERCB9,//cdna.pcpartpicker.com/static/forever/images/product/4ea392c27555f383750be1a63afec414.256p.jpg,$540.53 ,XFX,RX-79GMERCB9,Radeon RX 7900 GRE,16 GB,GDDR6,1270 MHz,2395 MHz,18000 MHz,PCIe x16,Black,FreeSync,335 mm,260 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
Sapphire PURE,https://m.media-amazon.com/images/I/31lYEeZXwlL.jpg,$429.99 ,Sapphire,11335-03-20G,Radeon RX 7700 XT,12 GB,GDDR6,1700 MHz,2584 MHz,N/A,PCIe x16,White,FreeSync,320 mm,240 W,2,3,3 Fans,2 PCIe 8-pin,2,2,N/A,N/A,N/A,N/A,N/A,N/A
XFX Speedster SWFT 319 Core,//cdna.pcpartpicker.com/static/forever/images/product/5d7c32899e9a22db285ca477eb274acf.256p.jpg,,XFX,RX-68XLAQFDE,Radeon RX 6800,16 GB,GDDR6,1700 MHz,2105 MHz,N/A,PCIe x16,Black,FreeSync,340 mm,250 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A
PNY VERTO OC,//cdna.pcpartpicker.com/static/forever/images/product/41b4e6d1be0faa7aebe206126f1ab4a8.256p.jpg,$989.99 ,PNY,VCG4080S16TFXPB1-O,GeForce RTX 4080 SUPER,16 GB,GDDR6X,2210 MHz,2565 MHz,N/A,PCIe x16,Black,G-Sync,340 mm,320 W,3,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
PowerColor Hellhound OC,//cdna.pcpartpicker.com/static/forever/images/product/e0634f2e7d05f04d66373aa37a1ed99f.256p.jpg,$622.03 ,PowerColor,"RX 7800 XT 16G-L/OC, RX7800XT 16GB-L/OC",Radeon RX 7800 XT,16 GB,GDDR6,1295 MHz,2520 MHz,N/A,PCIe x16,Black,FreeSync,322 mm,263 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
Gigabyte AERO OC,//cdna.pcpartpicker.com/static/forever/images/product/f5021f8344ea235caee2c95fbae13141.256p.jpg,$879.99 ,Gigabyte,GV-N407TSAERO OC-16GD,GeForce RTX 4070 Ti SUPER,16 GB,GDDR6X,2340 MHz,2655 MHz,N/A,PCIe x16,White / Silver,G-Sync,300 mm,285 W,2,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
MSI VENTUS 3X OC,//cdna.pcpartpicker.com/static/forever/images/product/841c1108b3d044a52294c9b20ff098f8.256p.jpg,$629.99 ,MSI,"RTX 4070 SUPER 12G VENTUS 3X OC, GeForce RTX 4070 SUPER 12G VENTUS 3X OC, G4070S12GV3C",GeForce RTX 4070 SUPER,12 GB,GDDR6X,1980 MHz,2520 MHz,N/A,PCIe x16,Black,G-Sync,308 mm,220 W,2,2,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
MSI GAMING X SLIM,//cdna.pcpartpicker.com/static/forever/images/product/a4cd807af97da691600e3e0d40d02d04.256p.jpg,$845.00 ,MSI,"RTX 4070 Ti SUPER 16G GAMING X SLIM, GeForce RTX 4070 Ti SUPER 16G GAMING X SLIM, V513-611R, 912-V513-611",GeForce RTX 4070 Ti SUPER,16 GB,GDDR6X,2340 MHz,2685 MHz,N/A,PCIe x16,Black / Silver,G-Sync,307 mm,285 W,2,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
ASRock Phantom Gaming OC,//cdna.pcpartpicker.com/static/forever/images/product/585cc52e8861a38eaa63e4e0b0f2975d.256p.jpg,$699.99 ,ASRock,"RX7900XT PGW 20GO, 90-GA4XZZ-00UANF",Radeon RX 7900 XT,20 GB,GDDR6,2000 MHz,2450 MHz,N/A,PCIe x16,White,FreeSync,330 mm,300 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,1,2,N/A
Asus TUF GAMING,//cdna.pcpartpicker.com/static/forever/images/product/0121340ca3f17110317c1061c4ac3288.256p.jpg,"$2,099.98 ",Asus,"TUF-RTX4090-24G-GAMING, 90YV0IE1-M0NA00, 90YV0IE1-M0AA00",GeForce RTX 4090,24 GB,GDDR6X,2235 MHz,2550 MHz,21000 MHz,PCIe x16,Black,G-Sync,348 mm,450 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,2,N/A,3,N/A,N/A
MSI SUPRIM LIQUID X,//cdna.pcpartpicker.com/static/forever/images/product/b53c2e7da8ed33a450a7b15ea5bd3ccd.256p.jpg,"$1,749.99 ",MSI,"GeForce RTX 4090 SUPRIM LIQUID X 24G, RTX 4090 SUPRIM LIQUID X 24G, V510-007R, G4090SLX24",GeForce RTX 4090,24 GB,GDDR6X,2235 MHz,N/A,21000 MHz,PCIe x16,Black / Silver,G-Sync,280 mm,450 W,2,2,240 mm Radiator + 1 Fan,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
MSI VENTUS 2X OC,//cdna.pcpartpicker.com/static/forever/images/product/09ee09118669a433101bcce00e35695a.256p.jpg,$299.00 ,MSI,"RTX 4060 VENTUS 2X WHITE 8G OC, GeForce RTX 4060 VENTUS 2X WHITE 8G OC, 912-V516-032, V516-030R",GeForce RTX 4060,8 GB,GDDR6,1830 MHz,2505 MHz,N/A,PCIe x16,White / Silver,G-Sync,199 mm,115 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Gigabyte EAGLE OC,//cdna.pcpartpicker.com/static/forever/images/product/599248961c2110a8e3b0f5f462749c98.256p.jpg,$304.99 ,Gigabyte,GV-N4060EAGLE OC-8GD,GeForce RTX 4060,8 GB,GDDR6,1830 MHz,N/A,N/A,PCIe x16,Black,G-Sync,272 mm,115 W,2,2,3 Fans,1 PCIe 8-pin,N/A,N/A,N/A,2,N/A,2,N/A,N/A
Gigabyte AERO OC,//cdna.pcpartpicker.com/static/forever/images/product/b4c4ffffc904f8a47896771fefea5482.256p.jpg,$427.99 ,Gigabyte,GV-N406TAERO OC-8GD,GeForce RTX 4060 Ti,8 GB,GDDR6,2310 MHz,N/A,N/A,PCIe x16,White / Silver,G-Sync,281 mm,165 W,2,3,3 Fans,1 PCIe 8-pin,N/A,N/A,N/A,2,N/A,2,N/A,N/A
ASRock Challenger D OC,https://m.media-amazon.com/images/I/410gvYVbOKL.jpg,$229.99 ,ASRock,"RX6600XT CLD 8GO, 90-GA2TZZ-00UANF",Radeon RX 6600 XT,8 GB,GDDR6,1968 MHz,N/A,N/A,PCIe x16,Black,FreeSync,269 mm,160 W,2,2,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Gigabyte AERO OC,//cdna.pcpartpicker.com/static/forever/images/product/fb4b3f674308cadaf9c8a1f266cacbd2.256p.jpg,"$1,149.99 ",Gigabyte,GV-N408SAERO OC-16GD,GeForce RTX 4080 SUPER,16 GB,GDDR6X,2210 MHz,2595 MHz,N/A,PCIe x16,White / Silver,G-Sync,342 mm,320 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
MSI GAMING X SLIM,//cdna.pcpartpicker.com/static/forever/images/product/1791484dde9dbb2bda8afb2d2a9f4353.256p.jpg,$700.47 ,MSI,"RTX 4070 GAMING X SLIM 12G, GeForce RTX 4070 GAMING X SLIM 12G, 912-V513-251, V513-251R",GeForce RTX 4070,12 GB,GDDR6X,1920 MHz,2625 MHz,N/A,PCIe x16,Black / Gray,G-Sync,307 mm,215 W,2,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Gigabyte AERO OC,//cdna.pcpartpicker.com/static/forever/images/product/a25961e84add544b57a2ed34d35b06cf.256p.jpg,"$1,849.72 ",Gigabyte,GV-N4090AERO OC-24GD,GeForce RTX 4090,24 GB,GDDR6X,2520 MHz,2535 MHz,N/A,PCIe x16,Silver / White,G-Sync,342 mm,450 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A
ASRock Radeon RX6700XT CLD 12G,//cdna.pcpartpicker.com/static/forever/images/product/2270978db545fc416882d48b1c08a55a.256p.jpg,,ASRock,"RX6700XT CLD 12G, 90-GA2KZZ-00UANF",Radeon RX 6700 XT,12 GB,GDDR6,2321 MHz,2581 MHz,16000 MHz,PCIe x16,Black,FreeSync,269 mm,230 W,2,3,2 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Asus ProArt OC,//cdna.pcpartpicker.com/static/forever/images/product/4ef11ab7f5c909bdf751b59b6a9d123f.256p.jpg,$509.99 ,Asus,"PROART-RTX4060TI-O16G, 90YV0JH2-M0NA00",GeForce RTX 4060 Ti,16 GB,GDDR6,2310 MHz,2685 MHz,N/A,PCIe x16,Black / Gold,G-Sync,300 mm,165 W,2,3,3 Fans,1 PCIe 8-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Asus TUF GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/652bd2f511cbffe1617d2d220838ed73.256p.jpg,$879.99 ,Asus,"tuf-rtx4070tis-o16g-white-gaming, 90YV0KF2-M0NA00",GeForce RTX 4070 Ti SUPER,16 GB,GDDR6X,2340 MHz,2670 MHz,N/A,PCIe x16,White,G-Sync,305 mm,285 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,2,N/A,3,N/A,N/A
XFX Speedster SWFT 210 Core,https://m.media-amazon.com/images/I/41qsQY8oXcL.jpg,$259.99 ,XFX,RX-76PSWFTFY,Radeon RX 7600,8 GB,GDDR6,1875 MHz,2655 MHz,18000 MHz,PCIe x16,Black,FreeSync,241 mm,165 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
Asus DUAL OC,//cdna.pcpartpicker.com/static/forever/images/product/58b4359f149aa13e40cdf947007981a2.256p.jpg,$619.99 ,Asus,"dual-rtx4070s-o12g-white, 90YV0K84-M0NA00, 90YV0K84-M0AA00",GeForce RTX 4070 SUPER,12 GB,GDDR6X,1980 MHz,2550 MHz,N/A,PCIe x16,White,G-Sync,267 mm,220 W,2,3,2 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Sapphire NITRO+,https://m.media-amazon.com/images/I/41XuTAci2EL.jpg,$539.99 ,Sapphire,11330-01-20G,Radeon RX 7800 XT,16 GB,GDDR6,1295 MHz,N/A,N/A,PCIe x16,Black,FreeSync,320 mm,288 W,3,4,3 Fans,2 PCIe 8-pin,2,2,N/A,N/A,N/A,N/A,N/A,N/A
MSI VENTUS XS OC,//cdna.pcpartpicker.com/static/forever/images/product/9c57e7f04b05270bcf7edb9fcf4c715c.256p.jpg,$299.89 ,MSI,"GTX 1660 SUPER VENTUS XS OC, G166SVXSC, GeForce GTX 1660 SUPER VENTUS XS OC, V375-279R",GeForce GTX 1660 SUPER,6 GB,GDDR6,1530 MHz,1815 MHz,14000 MHz,PCIe x16,Black / Silver,G-Sync,204 mm,125 W,2,2,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Gigabyte GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/f0d37d31e138d2bcf9d924fc91417dc8.256p.jpg,"$1,099.99 ",Gigabyte,GV-N408SGAMING OC-16GD,GeForce RTX 4080 SUPER,16 GB,GDDR6X,2210 MHz,2595 MHz,N/A,PCIe x16,Black,G-Sync,342 mm,320 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
ASRock Challenger,//cdna.pcpartpicker.com/static/forever/images/product/8144d09e9c7e31b8e812f724b05b961e.256p.jpg,$224.99 ,ASRock,RX6600 CLW 8G,Radeon RX 6600,8 GB,GDDR6,1626 MHz,2491 MHz,14000 MHz,PCIe x16,White,FreeSync,269 mm,132 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A
EVGA FTW3 ULTRA GAMING,//cdna.pcpartpicker.com/static/forever/images/product/98d66a3d40876fec0cf643a7f6c6a00e.256p.jpg,$739.99 ,EVGA,10G-P5-3897-KR,GeForce RTX 3080 10GB,10 GB,GDDR6X,1440 MHz,1800 MHz,19000 MHz,PCIe x16,Black,G-Sync,300 mm,320 W,2,3,3 Fans,3 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Zotac GAMING Twin Edge OC,//cdna.pcpartpicker.com/static/forever/images/product/2183d1922a42960f8ec413597b3a9667.256p.jpg,$319.99 ,Zotac,ZT-D40600Q-10M,GeForce RTX 4060,8 GB,GDDR6,1830 MHz,2490 MHz,N/A,PCIe x16,White,G-Sync,221 mm,115 W,2,3,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
MSI VENTUS 2X XS OC,//cdna.pcpartpicker.com/static/forever/images/product/cd30fd761012460241548ac2a5a9f8a4.256p.jpg,$199.99 ,MSI,"RTX 3050 Ventus 2X XS 8G OC, GeForce RTX 3050 Ventus 2X XS 8G OC, V809-4266R, 912-V809-4287",GeForce RTX 3050 8GB,8 GB,GDDR6,1550 MHz,1807 MHz,N/A,PCIe x16,Black / Gray,G-Sync,205 mm,115 W,2,3,2 Fans,1 PCIe 6-pin,N/A,N/A,1,N/A,N/A,1,N/A,N/A
ASRock Challenger Pro OC,//cdna.pcpartpicker.com/static/forever/images/product/75b0307e0fec7cbbcbe0d3aeabe4db49.256p.jpg,$329.99 ,ASRock,"RX6750XT CLP 12GO, 90-GA3QZZ-00UANF",Radeon RX 6750 XT,12 GB,GDDR6,2150 MHz,2618 MHz,18000 MHz,PCIe x16,Black,FreeSync,303 mm,250 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A
PNY VERTO OC,//cdna.pcpartpicker.com/static/forever/images/product/6717f6220d2b3deeaa6f106978e6b82b.256p.jpg,$799.99 ,PNY,VCG4070TS16TFXPB1-O,GeForce RTX 4070 Ti SUPER,16 GB,GDDR6X,2340 MHz,2625 MHz,N/A,PCIe x16,Black,G-Sync,305 mm,285 W,3,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Asus DUAL OC,//cdna.pcpartpicker.com/static/forever/images/product/cd60fa832766b1f16ca684bcd7c10e4f.256p.jpg,$179.99 ,Asus,"dual-rtx3050-o6g, 90YV0K60-M0NA00",GeForce RTX 3050 6GB,6 GB,GDDR6,1040 MHz,1537 MHz,N/A,PCIe x16,Black,G-Sync,201 mm,70 W,2,2,2 Fans,None,N/A,N/A,1,N/A,N/A,1,N/A,N/A
Sapphire PURE,https://m.media-amazon.com/images/I/31lYEeZXwlL.jpg,$549.99 ,Sapphire,11325-03-20G,Radeon RX 7900 GRE,16 GB,GDDR6,1270 MHz,2333 MHz,18000 MHz,PCIe x16,White,FreeSync,320 mm,275 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A
MSI VENTUS 2X OC,//cdna.pcpartpicker.com/static/forever/images/product/a9b0c042de5008c02b82a1fd67074c75.256p.jpg,$259.00 ,MSI,"RTX 3060 VENTUS 2X 8G OC, GeForce RTX 3060 VENTUS 2X 8G OC, 912-V397-644, V397-644R",GeForce RTX 3060 8GB,8 GB,GDDR6,1320 MHz,1807 MHz,15000 MHz,PCIe x16,Black,G-Sync,235 mm,170 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
NVIDIA Founders Edition,https://m.media-amazon.com/images/I/414goNzSLaL.jpg,"$1,329.99 ",NVIDIA,"900-1G136-2560-000, 9001G13625600CA",GeForce RTX 4080,16 GB,GDDR6X,2210 MHz,2510 MHz,N/A,PCIe x16,Black / Silver,G-Sync,304 mm,320 W,3,3,2 Fans,1 PCIe 16-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
Asus DUAL V2,//cdna.pcpartpicker.com/static/forever/images/product/1786f01df4546242a3a4022b0005ab6c.256p.jpg,$224.98 ,Asus,"DUAL-RX6600-8G-V2, 90YV0GP2-M0AA00",Radeon RX 6600,8 GB,GDDR6,1626 MHz,2491 MHz,N/A,PCIe x16,Black,FreeSync,243 mm,132 W,2,3,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
Gigabyte GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/7af0232b466fe8d91b97fe92f295bb74.256p.jpg,$599.99 ,Gigabyte,GV-N407SGAMING OC-12GD,GeForce RTX 4070 SUPER,12 GB,GDDR6X,1980 MHz,2565 MHz,N/A,PCIe x16,Black,G-Sync,300 mm,220 W,2,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
MSI GAMING TRIO CLASSIC,//cdna.pcpartpicker.com/static/forever/images/product/3f91130d2620b08ee6e54b33ed47315a.256p.jpg,"$1,029.99 ",MSI,"RX 7900 XTX GAMING TRIO CLASSIC 24G, 912-V520-010, Radeon RX 7900 XTX GAMING TRIO CLASSIC 24G, V520-005R",Radeon RX 7900 XTX,24 GB,GDDR6,2300 MHz,2500 MHz,20000 MHz,PCIe x16,Black / Silver,FreeSync,325 mm,355 W,3,3,3 Fans,3 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
Gigabyte GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/9bc689ba5a601912c79820c23bab4acf.256p.jpg,$309.99 ,Gigabyte,GV-N4060GAMING OC-8GD,GeForce RTX 4060,8 GB,GDDR6,1830 MHz,N/A,N/A,PCIe x16,Black,G-Sync,281 mm,115 W,2,2,3 Fans,1 PCIe 8-pin,N/A,N/A,N/A,2,N/A,2,N/A,N/A
ASRock Challenger D OC,https://images-eu.ssl-images-amazon.com/images/I/41DaJyYiMiL.jpg,$199.99 ,ASRock,"RX 5700 XT CHALLENGER D 8G OC, RX5700XT CLD 8GO, 5700XTCHALLENGERD8GO, 90-GA18ZZ-00UANF",Radeon RX 5700 XT,8 GB,GDDR6,1650 MHz,1905 MHz,14000 MHz,PCIe x16,Black / Yellow,FreeSync,281 mm,225 W,2,2,2 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
ASRock Taichi OC,//cdna.pcpartpicker.com/static/forever/images/product/d1297d5588df90f6e027a17646a85184.256p.jpg,"$1,289.99 ",ASRock,"RX7900XTX TCW 24GO, 90-GA4AZZ-00UANF",Radeon RX 7900 XTX,24 GB,GDDR6,2300 MHz,2680 MHz,N/A,PCIe x16,White,FreeSync,345 mm,355 W,3,3,3 Fans,3 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
Zotac GAMING Twin Edge OC,//cdna.pcpartpicker.com/static/forever/images/product/1d09ab73fe88f9a626e94ca9d1d6d4a2.256p.jpg,$584.99 ,Zotac,ZT-D40720H-10M,GeForce RTX 4070 SUPER,12 GB,GDDR6X,1980 MHz,2490 MHz,N/A,PCIe x16,Black,G-Sync,234 mm,220 W,2,2,2 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Gigabyte GAMING OC Rev 2.0,//cdna.pcpartpicker.com/static/forever/images/product/23125b08d8d0986375005ffebc793f62.256p.jpg,$385.47 ,Gigabyte,"GV-N3060GAMING OC-12GD (rev. 2.0), GV-N3060GAMING OC-12GD V2, GV-N3060GAMING OC-12GD 2.0, GV-N3060GAMOC-12GDR2",GeForce RTX 3060 12GB,12 GB,GDDR6,1320 MHz,1837 MHz,15000 MHz,PCIe x16,Black / Gray,G-Sync,282 mm,170 W,2,2,3 Fans,1 PCIe 8-pin,2,2,N/A,N/A,N/A,N/A,N/A,N/A
Asus TUF GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/715f2901c5912c64e515a0a82226d20e.256p.jpg,$999.99 ,Asus,"TUF-RTX4070TI-O12G-GAMING, 90YV0IJ0-M0NA00",GeForce RTX 4070 Ti,12 GB,GDDR6X,2310 MHz,2760 MHz,N/A,PCIe x16,Black,G-Sync,305 mm,285 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,2,N/A,3,N/A,N/A
Gigabyte GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/4a41bc50c01b48ae83875a3d8781cb09.256p.jpg,$919.99 ,Gigabyte,GV-R79XTXGAMING OC-24GD,Radeon RX 7900 XTX,24 GB,GDDR6,2300 MHz,2525 MHz,N/A,PCIe x16,Black,FreeSync,331 mm,355 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A
MSI GeForce RTX 2060 VENTUS GP OC,https://m.media-amazon.com/images/I/4160TRnJpqL.jpg,$329.00 ,MSI,"RTX 2060 VENTUS GPOC, GeForce RTX 2060 VENTUS GP OC, V375-231R, 912-V375-623",GeForce RTX 2060,6 GB,GDDR6,1365 MHz,1710 MHz,14000 MHz,PCIe x16,Gray / Black,G-Sync,231 mm,160 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
Asus DUAL OC,//cdna.pcpartpicker.com/static/forever/images/product/1cc5fa22f56524ac060479abd7670c1a.256p.jpg,$339.99 ,Asus,"dual-rx7600xt-o16g, 90YV0K21-M0AA00, 90YV0K21-M0NA00",Radeon RX 7600 XT,16 GB,GDDR6,1720 MHz,2801 MHz,N/A,PCIe x16,Black,FreeSync,227 mm,190 W,2,3,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
