Name,Image URL,Price,Manufacturer,Part #,Chipset,Memory,Memory Type,Core Clock,Boost Clock,Effective Memory Clock,Interface,Color,Frame Sync,Length,TDP,Case Expansion Slot Width,Total Slot Width,Cooling,External Power,HDMI Outputs,DisplayPort Outputs,DVI-D Dual Link Outputs,HDMI 2.1a Outputs,DisplayPort 1.4 Outputs,DisplayPort 1.4a Outputs,DisplayPort 2.1 Outputs,SLI/CrossFire
PowerColor AX5750 1GBD5-LH,https://images-na.ssl-images-amazon.com/images/I/41ZPfy9rM5L.jpg,,PowerColor,AX5750 1GBD5-LH,Radeon HD 5750,1 GB,GDDR5,700 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,86 W,2,2,2 Fans,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Diamond 5750PE51GSB,https://m.media-amazon.com/images/I/41cHJjG2hhL.jpg,,Diamond,5750PE51GSB,Radeon HD 5750,1 GB,GDDR5,700 MHz,N/A,N/A,PCIe x16,Black / Red,None,N/A,86 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
PowerColor AX5750 1GBD5-NS3DH,https://images-na.ssl-images-amazon.com/images/I/51jBUsI3ucL.jpg,,PowerColor,AX5750 1GBD5-NS3DH,Radeon HD 5750,1 GB,GDDR5,700 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,86 W,2,2,Fanless,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
PowerColor SCS3 AX5750 1GBD5-S3DH,/static/forever/img/no-image.png,,PowerColor,SCS3 AX5750 1GBD5-S3DH,Radeon HD 5750,1 GB,GDDR5,700 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,86 W,2,2,Fanless,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
PowerColor AX4650 1GBK3-H,https://images-na.ssl-images-amazon.com/images/I/41P13kq1B1L.jpg,,PowerColor,AX4650 1GBK3-H,Radeon HD 4650,1 GB,DDR3,600 MHz,N/A,N/A,PCIe x16,Black / Red,None,N/A,48 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
XFX HD-465X-ZDF2,https://images-na.ssl-images-amazon.com/images/I/51KsewGazsL.jpg,,XFX,HD-465X-ZDF2,Radeon HD 4650,1 GB,DDR2,600 MHz,N/A,N/A,PCIe x16,Black,None,N/A,48 W,1,1,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Sapphire 100253HDMI-64B,/static/forever/img/no-image.png,,Sapphire,100253HDMI-64B,Radeon HD 4650,0.5 GB,DDR2,600 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,48 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
XFX HD-467X-ZDF2,https://m.media-amazon.com/images/I/41FYbkLljuL.jpg,,XFX,HD-467X-ZDF2,Radeon HD 4670,1 GB,DDR2,750 MHz,N/A,N/A,PCIe x16,Black,None,N/A,59 W,1,1,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Biostar VA5775NHG1,/static/forever/img/no-image.png,,Biostar,VA5775NHG1,Radeon HD 5770,1 GB,GDDR5,850 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,108 W,2,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Diamond 5770PE51G,/static/forever/img/no-image.png,,Diamond,5770PE51G,Radeon HD 5770,1 GB,GDDR5,850 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,108 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Diamond 5770PE51GSB,https://images-eu.ssl-images-amazon.com/images/I/41wQYNWKwRL.jpg,,Diamond,5770PE51GSB,Radeon HD 5770,1 GB,GDDR5,850 MHz,N/A,N/A,PCIe x16,Black / Red,None,N/A,108 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
MSI R5770-PMD1G,https://images-na.ssl-images-amazon.com/images/I/519s9HooYdL.jpg,,MSI,R5770-PMD1G,Radeon HD 5770,1 GB,GDDR5,850 MHz,N/A,N/A,PCIe x16,Black / Silver,None,N/A,108 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
PowerColor AX5770 1GBD5-DHC1,https://images-na.ssl-images-amazon.com/images/I/51XIev3z5nL.jpg,,PowerColor,AX5770 1GBD5-DHC1,Radeon HD 5770,1 GB,GDDR5,850 MHz,N/A,N/A,PCIe x16,N/A,None,182 mm,108 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
PowerColor AX5770 1GBD5-H,https://images-na.ssl-images-amazon.com/images/I/41%2Bkn9YCK6L.jpg,,PowerColor,AX5770 1GBD5-H,Radeon HD 5770,1 GB,GDDR5,850 MHz,N/A,N/A,PCIe x16,Black / Red,None,N/A,108 W,1,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
PowerColor AX5770 1GBD5-PPVG,https://images-na.ssl-images-amazon.com/images/I/51wESiGFM6L.jpg,,PowerColor,AX5770 1GBD5-PPVG,Radeon HD 5770,1 GB,GDDR5,900 MHz,N/A,N/A,PCIe x16,Black / Red,None,N/A,108 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Sapphire 100283FLEX,https://images-na.ssl-images-amazon.com/images/I/41AGnyJFMvL.jpg,,Sapphire,100283FLEX,Radeon HD 5770,1 GB,GDDR5,850 MHz,N/A,N/A,PCIe x16,Black / Blue,None,N/A,108 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
XFX HD-577X-ZMF3,https://m.media-amazon.com/images/I/31M8Oozh4FL.jpg,,XFX,HD-577X-ZMF3,Radeon HD 5770,1 GB,GDDR5,850 MHz,N/A,N/A,PCIe x16,Black / Red,None,223 mm,108 W,1,1,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
EVGA 768-P3-1362-AR,https://m.media-amazon.com/images/I/41u5B+67ajL.jpg,,EVGA,768-P3-1362-AR,GeForce GTX 460,0.75 GB,GDDR5,763 MHz,N/A,N/A,PCIe x16,Black / Gold,None,209 mm,150 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
EVGA 768-P3-1362-TR,https://images-na.ssl-images-amazon.com/images/I/41u5B%2B67ajL.jpg,,EVGA,768-P3-1362-TR,GeForce GTX 460,0.75 GB,GDDR5,763 MHz,N/A,N/A,PCIe x16,Black / Gold,None,209 mm,150 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Zotac ZT-40403-10P,/static/forever/img/no-image.png,,Zotac,ZT-40403-10P,GeForce GTX 460,1 GB,GDDR5,810 MHz,N/A,N/A,PCIe x16,Black / Orange,None,209 mm,150 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Asus ARES/2DIS/4GD5,https://images-na.ssl-images-amazon.com/images/I/41-soUFHZbL.jpg,,Asus,ARES/2DIS/4GD5,Radeon HD 5870 X2,4 GB,GDDR5,850 MHz,N/A,N/A,PCIe x16,Black / Red,None,279 mm,302 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Asus EAH5550/G/DI/1GD3(LP),/static/forever/img/no-image.png,,Asus,EAH5550/G/DI/1GD3(LP),Radeon HD 5550,1 GB,DDR3,550 MHz,N/A,N/A,PCIe x16,N/A,None,167 mm,39 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Asus EAH5570/DI/1GD3(LP),https://images-na.ssl-images-amazon.com/images/I/41BbVSISWmL.jpg,,Asus,EAH5570/DI/1GD3(LP),Radeon HD 5570,1 GB,DDR3,650 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,39 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Asus EAH5670/DI/512MD5/V2,https://m.media-amazon.com/images/I/51Kti60Im3L.jpg,,Asus,EAH5670/DI/512MD5/V2,Radeon HD 5670,0.5 GB,GDDR5,774 MHz,N/A,N/A,PCIe x16,N/A,None,223 mm,64 W,1,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Asus EAH5830 DIRECTCU/2DIS/1GD5,https://m.media-amazon.com/images/I/41tq16bh4ML.jpg,,Asus,EAH5830 DIRECTCU/2DIS/1GD5,Radeon HD 5830,1 GB,GDDR5,800 MHz,N/A,N/A,PCIe x16,Black,None,241 mm,175 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Asus EAH5850 DIRECTCU TOP/2DIS/1GD5,https://m.media-amazon.com/images/I/31QLcjVVa7L.jpg,,Asus,EAH5850 DIRECTCU TOP/2DIS/1GD5,Radeon HD 5850,1 GB,GDDR5,765 MHz,N/A,N/A,PCIe x16,Black / Red,None,241 mm,151 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
XFX HD-597X-ENFN,https://m.media-amazon.com/images/I/41nTRTpNXoL.jpg,,XFX,HD-597X-ENFN,Radeon HD 5970,4 GB,GDDR5,850 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,294 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
VisionTek 900352,https://images-na.ssl-images-amazon.com/images/I/41SrhNx%2B0OL.jpg,,VisionTek,900352,Radeon HD 6950,2 GB,GDDR5,800 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,200 W,2,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
XFX HD-545X-ZNF2,/static/forever/img/no-image.png,,XFX,HD-545X-ZNF2,Radeon HD 5450,1 GB,DDR2,650 MHz,N/A,N/A,PCIe x16,Black / Red,None,N/A,19 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
XFX HD-587A-CNF9,https://m.media-amazon.com/images/I/41vePcnJ6vL.jpg,,XFX,HD-587A-CNF9,Radeon HD 5870,2 GB,GDDR5,850 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,188 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
XFX HD-583X-ZAFV,https://m.media-amazon.com/images/I/311tZvEOadL.jpg,,XFX,HD-583X-ZAFV,Radeon HD 5830,1 GB,GDDR5,800 MHz,N/A,N/A,PCIe x16,Black / Red,None,N/A,175 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
XFX HD-583X-ZAFC,https://images-na.ssl-images-amazon.com/images/I/41Rqr95S-wL.jpg,,XFX,HD-583X-ZAFC,Radeon HD 5830,1 GB,GDDR5,800 MHz,N/A,N/A,PCIe x16,Black / Red,None,N/A,175 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
XFX HD-567X-ZNF3,https://m.media-amazon.com/images/I/51xq6sj41QL.jpg,,XFX,HD-567X-ZNF3,Radeon HD 5670,1 GB,GDDR5,775 MHz,N/A,N/A,PCIe x16,Black / Red,None,N/A,64 W,1,1,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
XFX HD-557X-ZNF2,https://m.media-amazon.com/images/I/51wX2lughZL.jpg,,XFX,HD-557X-ZNF2,Radeon HD 5570,1 GB,DDR3,650 MHz,N/A,N/A,PCIe x16,Black,None,N/A,39 W,1,1,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
XFX HD-555X-ZNF2,/static/forever/img/no-image.png,,XFX,HD-555X-ZNF2,Radeon HD 5550,1 GB,DDR2,550 MHz,N/A,N/A,PCIe x16,Black,None,N/A,39 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
XFX HD-545X-YNH2,https://m.media-amazon.com/images/I/11B2+gD3ybL.jpg,,XFX,HD-545X-YNH2,Radeon HD 5450,0.5 GB,DDR2,650 MHz,N/A,N/A,PCIe x16,Black / Red,None,N/A,19 W,1,1,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
XFX HD-467X-DDF2,/static/forever/img/no-image.png,,XFX,HD-467X-DDF2,Radeon HD 4670,1 GB,DDR3,750 MHz,N/A,N/A,PCIe x16,Black,None,167 mm,59 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Gigabyte GV-R545D2-512D,https://images-na.ssl-images-amazon.com/images/I/41fNfcJggWL.jpg,,Gigabyte,GV-R545D2-512D,Radeon HD 5450,0.5 GB,DDR2,650 MHz,N/A,N/A,PCIe x16,Blue / Silver,None,N/A,19 W,1,1,1 Fan,None,2,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Gigabyte GV-R545OC-512I,https://m.media-amazon.com/images/I/51jQNFSg0zL.jpg,,Gigabyte,GV-R545OC-512I,Radeon HD 5450,0.5 GB,DDR3,700 MHz,N/A,N/A,PCIe x16,Black / Blue,None,N/A,19 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Gigabyte GV-R567OC-1GI REV2.0,https://images-na.ssl-images-amazon.com/images/I/41TsY%2B31miL.jpg,,Gigabyte,GV-R567OC-1GI REV2.0,Radeon HD 5670,1 GB,GDDR5,790 MHz,N/A,N/A,PCIe x16,Black / Blue,None,N/A,64 W,1,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Gigabyte GV-R687OC-1GD,https://m.media-amazon.com/images/I/519RIBKFOoL.jpg,,Gigabyte,GV-R687OC-1GD,Radeon HD 6870,1 GB,GDDR5,915 MHz,N/A,N/A,PCIe x16,Black / Blue,None,N/A,151 W,2,2,3 Fans,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Biostar VA5452NH56,https://images-na.ssl-images-amazon.com/images/I/41w07kBlHAL.jpg,,Biostar,VA5452NH56,Radeon HD 5450,0.5 GB,DDR2,650 MHz,N/A,N/A,PCIe x16,Red / Silver,None,N/A,19 W,1,2,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Biostar VA5453NH56,https://m.media-amazon.com/images/I/31brAnW80kL.jpg,,Biostar,VA5453NH56,Radeon HD 5450,0.5 GB,DDR3,550 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,19 W,1,2,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Biostar VA5453NHG6,https://m.media-amazon.com/images/I/41j+8B+wIeL.jpg,,Biostar,VA5453NHG6,Radeon HD 5450,1 GB,DDR3,550 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,19 W,1,2,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Biostar VA5553NHG1,/static/forever/img/no-image.png,,Biostar,VA5553NHG1,Radeon HD 5550,1 GB,DDR3,650 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,39 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Biostar VA5675NHG1,/static/forever/img/no-image.png,,Biostar,VA5675NHG1,Radeon HD 5670,1 GB,GDDR5,775 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,64 W,2,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Biostar VA6855NPG2,/static/forever/img/no-image.png,,Biostar,VA6855NPG2,Radeon HD 6850,1 GB,GDDR5,775 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,127 W,2,2,2 Fans,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
MSI R4350-MD512H,https://m.media-amazon.com/images/I/51iIFg-gI-L.jpg,,MSI,R4350-MD512H,Radeon HD 4350,0.5 GB,GDDR2,600 MHz,N/A,N/A,PCIe x16,Red,None,N/A,20 W,1,2,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Diamond 5450PE512,https://images-na.ssl-images-amazon.com/images/I/410O0%2BquRDL.jpg,,Diamond,5450PE512,Radeon HD 5450,0.5 GB,DDR2,650 MHz,N/A,N/A,PCIe x16,Red / Silver,None,N/A,19 W,1,1,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Diamond 5550PE31G,/static/forever/img/no-image.png,,Diamond,5550PE31G,Radeon HD 5550,1 GB,DDR3,550 MHz,N/A,N/A,PCIe x16,Black / Blue,None,170 mm,39 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Diamond 5570PE31G,https://m.media-amazon.com/images/I/51F8-vv85mL.jpg,,Diamond,5570PE31G,Radeon HD 5570,1 GB,DDR3,650 MHz,N/A,N/A,PCIe x16,N/A,None,170 mm,39 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Diamond 5670PE51G,https://images-na.ssl-images-amazon.com/images/I/41KIXfJrbXL.jpg,,Diamond,5670PE51G,Radeon HD 5670,1 GB,GDDR5,775 MHz,N/A,N/A,PCIe x16,Black / Blue,None,182 mm,64 W,1,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Diamond 5750PE51G,https://m.media-amazon.com/images/I/51OywxTo6yL.jpg,,Diamond,5750PE51G,Radeon HD 5750,1 GB,GDDR5,700 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,86 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Diamond 5830PE51G,https://images-na.ssl-images-amazon.com/images/I/41bH%2BoJtg7L.jpg,,Diamond,5830PE51G,Radeon HD 5830,1 GB,GDDR5,825 MHz,N/A,N/A,PCIe x16,Black / Red,None,N/A,175 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Diamond 5850PE51G,/static/forever/img/no-image.png,,Diamond,5850PE51G,Radeon HD 5850,1 GB,GDDR5,725 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,151 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
MSI R5670-PD512,https://images-na.ssl-images-amazon.com/images/I/41cxAvhAGML.jpg,,MSI,R5670-PD512,Radeon HD 5670,0.5 GB,GDDR5,775 MHz,N/A,N/A,PCIe x16,Black / Silver,None,N/A,64 W,1,2,2 Fans,None,N/A,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
MSI R5670-PMD1G OC,https://m.media-amazon.com/images/I/510zTvlHT+L.jpg,,MSI,R5670-PMD1G OC,Radeon HD 5670,1 GB,GDDR5,N/A,N/A,N/A,PCIe x16,N/A,None,N/A,64 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
MSI TWIN FROZR II,https://images-na.ssl-images-amazon.com/images/I/41ODyt-8b3L.jpg,,MSI,R5850 Twin Frozr II,Radeon HD 5850,1 GB,GDDR5,725 MHz,N/A,N/A,PCIe x16,Black / Silver,None,257 mm,151 W,2,2,2 Fans,None,1,1,1,N/A,N/A,N/A,N/A,2-way CrossFire Capable
PowerColor AX5870 1GBD5-PPDHG2,/static/forever/img/no-image.png,,PowerColor,AX5870 1GBD5-PPDHG2,Radeon HD 5870,1 GB,GDDR5,875 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,188 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
VisionTek 784090025739,/static/forever/img/no-image.png,,VisionTek,7.84E+11,Radeon HD 5850,1 GB,GDDR5,725 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,151 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
PowerColor AX5450 1GBK3-SH,//cdna.pcpartpicker.com/static/forever/images/product/14c8e704905ed9fc9d127d3e451eece7.256p.jpg,,PowerColor,AX5450 1GBK3-SH,Radeon HD 5450,1 GB,DDR3,650 MHz,N/A,N/A,PCIe x16,Black / Red,None,N/A,19 W,1,1,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
PowerColor AX5550 1GBK3-H,https://images-na.ssl-images-amazon.com/images/I/41ER3-bkpXL.jpg,,PowerColor,AX5550 1GBK3-H,Radeon HD 5550,1 GB,DDR3,550 MHz,N/A,N/A,PCIe x16,Black / Red,None,N/A,39 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
PowerColor AX5570 1GBD3-H,//cdna.pcpartpicker.com/static/forever/images/product/2b19f342f86540c1033d453a8d76b487.256p.jpg,,PowerColor,AX5570 1GBD3-H,Radeon HD 5570,1 GB,DDR3,650 MHz,N/A,N/A,PCIe x16,Black / Red,None,N/A,39 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
PowerColor AX5570 1GBK3-NS3H,//cdna.pcpartpicker.com/static/forever/images/product/24723cd96b78540f6c2125b529dac8fa.256p.jpg,,PowerColor,AX5570 1GBK3-NS3H,Radeon HD 5570,1 GB,DDR3,650 MHz,N/A,N/A,PCIe x16,Red / Silver,None,N/A,39 W,1,2,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Sapphire 100252-1GL,/static/forever/img/no-image.png,,Sapphire,100252-1GL,Radeon HD 4550,1 GB,DDR2,600 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,25 W,1,1,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sapphire 100291DP,https://m.media-amazon.com/images/I/31hZgSvc3vL.jpg,,Sapphire,100291DP,Radeon HD 5450,0.5 GB,DDR3,650 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,19 W,1,1,Fanless,None,N/A,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Sapphire 100291L,https://m.media-amazon.com/images/I/41hnKNh8+1L.jpg,,Sapphire,100291L,Radeon HD 5450,0.5 GB,DDR2,650 MHz,N/A,N/A,PCIe x16,Black / Blue,None,N/A,19 W,1,1,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Sapphire 100292L,https://m.media-amazon.com/images/I/41GHJOzRnJL.jpg,,Sapphire,100292L,Radeon HD 5450,1 GB,DDR2,600 MHz,N/A,N/A,PCIe x16,Black / Blue,None,N/A,19 W,1,1,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Sapphire 100293-2GL,//cdna.pcpartpicker.com/static/forever/images/product/ccbbef8155ebdce94378801d3d03a463.256p.jpg,,Sapphire,100293-2GL,Radeon HD 5570,2 GB,DDR3,N/A,N/A,N/A,PCIe x16,Black / Blue,None,N/A,39 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Sapphire 100293DP,https://m.media-amazon.com/images/I/41p9NyiBn8L.jpg,,Sapphire,100293DP,Radeon HD 5570,1 GB,DDR3,650 MHz,N/A,N/A,PCIe x16,Black / Blue,None,N/A,39 W,1,1,1 Fan,None,N/A,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Sapphire 100293L,/static/forever/img/no-image.png,,Sapphire,100293L,Radeon HD 5570,1 GB,DDR3,650 MHz,N/A,N/A,PCIe x16,Black / Blue,None,N/A,39 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Sapphire 100294UL,https://m.media-amazon.com/images/I/51cHmqzbXKL.jpg,,Sapphire,100294UL,Radeon HD 5550,1 GB,DDR2,550 MHz,N/A,N/A,PCIe x16,Black / Blue,None,N/A,39 W,1,2,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
VisionTek 900253,/static/forever/img/no-image.png,,VisionTek,900253,Radeon HD 4550,0.5 GB,DDR3,600 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,25 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VisionTek 900310,https://images-na.ssl-images-amazon.com/images/I/51l2dPXtxDL.jpg,,VisionTek,900310,Radeon HD 5670,1 GB,GDDR5,775 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,64 W,1,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
VisionTek 900311,https://m.media-amazon.com/images/I/41x0jDIe8WL.jpg,,VisionTek,900311,Radeon HD 5450,0.5 GB,DDR3,650 MHz,N/A,N/A,PCIe x16,Black / Blue,None,N/A,19 W,1,1,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
VisionTek 900315,https://m.media-amazon.com/images/I/41nglBGFp2L.jpg,,VisionTek,900315,Radeon HD 5450,1 GB,DDR3,650 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,19 W,1,1,Fanless,None,N/A,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
VisionTek 900338,https://images-na.ssl-images-amazon.com/images/I/41z%2BrDYbPFL.jpg,,VisionTek,900338,Radeon HD 6870,1 GB,GDDR5,900 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,151 W,2,2,1 Fan,None,1,2,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
MSI N460GTX -M2D1GD5/OC,https://images-na.ssl-images-amazon.com/images/I/51P4Y3P8KLL.jpg,,MSI,N460GTX -M2D1GD5/OC,GeForce GTX 460,1 GB,GDDR5,725 MHz,N/A,N/A,PCIe x16,Black / Red,None,N/A,150 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Asus ENGTX460 DIRECTCU/G/2DI/1GD5,https://m.media-amazon.com/images/I/412uYlk4YNL.jpg,,Asus,ENGTX460 DIRECTCU/G/2DI/1GD5,GeForce GTX 460,1 GB,GDDR5,675 MHz,N/A,N/A,PCIe x16,N/A,None,248 mm,150 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Asus ENGTX470/2DI/1280MD5/V2,/static/forever/img/no-image.png,,Asus,ENGTX470/2DI/1280MD5/V2,GeForce GTX 470,1.25 GB,GDDR5,607 MHz,N/A,N/A,PCIe x16,N/A,None,254 mm,215 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
