Name,Image URL,Price,Manufacturer,Part #,Speed,Form Factor,Modules,Price / GB,Color,First Word Latency,CAS Latency,Voltage,Timing,ECC / Registered,Heat Spreader,Specs Number
Kingston FURY Beast 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/46104a266f70d513c9f4a7d319a23e34.256p.jpg,$64.05 ,"
Kingston
",KF548C38BB-16,"
DDR5-4800
","
288-pin DIMM (DDR5)
","
1 x 16GB
","
$4.003
","
Black / Silver
","
15.833 ns
","
38
","
1.1 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Ripjaws V 16 GB,https://images-na.ssl-images-amazon.com/images/I/41X%2B2ORvI7L.jpg,,"
G.Skill
",F4-3200C14D-16GVK,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Black
","
8.75 ns
","
14
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
Mushkin Enhanced Redline 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/6a021374d5b7c4320bb77b2213bb20e9.256p.jpg,$167.99 ,"
Mushkin
",MRF5U560DDDH32GX2,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$2.625
","
Black
","
12.857 ns
","
36
","
1.25 V
","
36-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z5 RGB 32 GB,https://m.media-amazon.com/images/I/41595E3DejL.jpg,,"
G.Skill
",F5-6400J3239G16GA2-TZ5RS,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 16GB
",N/A,"
White / Black
","
10 ns
","
32
","
1.4 V
","
32-39-39-102
","
Non-ECC / Unbuffered
","
Yes
",12
TEAMGROUP T-Force Delta RGB 48 GB,//cdna.pcpartpicker.com/static/forever/images/product/d2e3f9b94f541ad51a19011026245df2.256p.jpg,$199.99 ,"
TEAMGROUP
",FF3D548G7200HC34ADC01,"
DDR5-7200
","
288-pin DIMM (DDR5)
","
2 x 24GB
","
$4.166
","
Black
","
9.444 ns
","
34
","
1.4 V
","
34-42-42-84
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper Steel 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/17d2e7e1c3943e5b823cf2dd5e154154.256p.jpg,$19.98 ,"
Patriot
",PVS48G300C6,"
DDR4-3000
","
288-pin DIMM (DDR4)
","
1 x 8GB
","
$2.498
","
Silver / Black
","
10.667 ns
","
16
","
1.35 V
","
16-18-18-36
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z5 Neo RGB 96 GB,https://m.media-amazon.com/images/I/31tdJXJNYyL.jpg,$299.99 ,"
G.Skill
",F5-5600J4040D48GX2-TZ5NR,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 48GB
","
$3.125
","
Black
","
14.286 ns
","
40
","
1.25 V
","
40-40-40-89
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Dominator Platinum RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/1afa57ab4dfa045cc36a18a85b7e509a.256p.jpg,$169.99 ,"
Corsair
",CMT32GX5M2X6000C36W,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$5.312
","
White
","
12 ns
","
36
","
1.25 V
","
36-38-38-76
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Vulcan alpha 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/b8af5ffb1195ccee47bcc27375c4016f.256p.jpg,$126.34 ,"
TEAMGROUP
",FLABD532G6000HC38ADC01,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.948
","
Black / Silver
","
12.667 ns
","
38
","
1.25 V
","
38-38-38-78
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance LPX 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/f247984cf9438219f39c4ca90345f9ff.256p.jpg,$219.99 ,"
Corsair
",CMK64GX4M4G4000C18,"
DDR4-4000
","
288-pin DIMM (DDR4)
","
4 x 16GB
","
$3.437
","
Black
","
9 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Crucial CT32G4DFD832A 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/e3d06c0a58196093db4ace41aca7f887.256p.jpg,$61.45 ,"
Crucial
",CT32G4DFD832A,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
1 x 32GB
","
$1.920
","
Green / Black
","
13.75 ns
","
22
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
Corsair Vengeance 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/ff9c1b26d0a86a3b0c1645ed7107fd99.256p.jpg,$224.99 ,"
Corsair
",CMK64GX5M2B6000C40W,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.515
","
White / Gray
","
13.333 ns
","
40
","
1.35 V
","
40-40-40-77
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Ripjaws V 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/185a12fd87f898ef2ce0c996bc702caf.256p.jpg,$139.99 ,"
G.Skill
",F4-4600C19D-32GVK,"
DDR4-4600
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$4.375
","
Black
","
8.261 ns
","
19
","
1.5 V
","
19-26-26-46
","
Non-ECC / Unbuffered
","
Yes
",13
ADATA XPG LANCER RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/ca49b15a1b7365dbdd804d6f63ef50f1.256p.jpg,,"
ADATA
",AX5U6000C3016G-CLARBK,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
1 x 16GB
",N/A,"
Black
","
10 ns
","
30
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
Patriot Viper Xtreme 5 RGB 48 GB,//cdna.pcpartpicker.com/static/forever/images/product/6c29d14525fab1e245ce98a28aa01109.256p.jpg,$385.49 ,"
Patriot
",PVXR548G80C38K,"
DDR5-8000
","
288-pin DIMM (DDR5)
","
2 x 24GB
","
$8.031
","
Black
","
9.5 ns
","
38
","
1.45 V
","
38-48-48-84
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Ripjaws 4 16 GB,https://m.media-amazon.com/images/I/511shMuYkTL.jpg,,"
G.Skill
",F4-3000C15D-16GRBB,"
DDR4-3000
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Blue
","
10 ns
","
15
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
G.Skill Ripjaws V 128 GB,//cdna.pcpartpicker.com/static/forever/images/product/4b25b68dc61cf2923b2b6cc357760cf1.256p.jpg,$521.00 ,"
G.Skill
",F4-4000C18Q-128GVK,"
DDR4-4000
","
288-pin DIMM (DDR4)
","
4 x 32GB
","
$4.070
","
Black
","
9 ns
","
18
","
1.4 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Samsung M471B5273DH0-CK0 4 GB,https://m.media-amazon.com/images/I/51VNG0r195L.jpg,$9.34 ,"
Samsung
",M471B5273DH0-CK0,"
DDR3-1600
","
204-pin SODIMM (DDR3)
","
1 x 4GB
","
$2.335
","
Green
","
13.75 ns
","
11
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
Patriot Viper Steel RGB 16 GB,https://m.media-amazon.com/images/I/51LAj-ZvrBL.jpg,$48.99 ,"
Patriot
",PVSR416G360C0K,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$3.062
","
Black
","
11.111 ns
","
20
","
1.35 V
","
20-26-26-46
","
Non-ECC / Unbuffered
","
Yes
",13
Crucial CT2K8G4DFS8266 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/4fc4c236f3c9393c969103bf7be40deb.256p.jpg,$53.99 ,"
Crucial
",CT2K8G4DFS8266,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$3.374
","
Green
","
14.254 ns
","
19
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
G.Skill Flare X 16 GB,https://m.media-amazon.com/images/I/41hz7K8y3DL.jpg,,"
G.Skill
",F4-3200C14D-16GFX,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Black
","
8.75 ns
","
14
","
1.35 V
","
14-14-14-34
","
Non-ECC / Unbuffered
","
Yes
",12
Crucial CT102472BA186D 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/6e220c68e3605ba04ce98619cbbe39e3.256p.jpg,$21.99 ,"
Crucial
",CT102472BA186D,"
DDR3-1866
","
240-pin DIMM (DDR3)
","
1 x 8GB
","
$2.749
","
Green / Black
","
13.934 ns
","
13
","
1.5 V
",N/A,"
ECC / Unbuffered
","
No
",12
G.Skill Flare X5 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/e6f37d7056a82e3240e1d70ce5d379c6.256p.jpg,$101.99 ,"
G.Skill
",F5-5200J3636C16GX2-FX5,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.187
","
Black / White
","
13.846 ns
","
36
","
1.4 V
","
36-36-36-83
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston FURY Beast RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/656b218c4f751e9d239c3627befb3b7d.256p.jpg,$141.19 ,"
Kingston
",KF560C40BBAK2-32,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$4.412
","
Black
","
13.333 ns
","
40
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Corsair Vengeance RGB RS 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/b6d111351e56f32cd776e4cf8ce17e39.256p.jpg,$62.99 ,"
Corsair
",CMG16GX4M2D3600C18,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$3.937
","
Black / Gray
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Ripjaws V 32 GB,https://m.media-amazon.com/images/I/41X+2ORvI7L.jpg,$166.93 ,"
G.Skill
",F4-3200C14D-32GVK,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$5.217
","
Black
","
8.75 ns
","
14
","
1.35 V
","
14-14-14-34
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/e7358ff6b520b1f50abab6578314d8ff.256p.jpg,$134.18 ,"
Corsair
",CMH32GX5M2D6000Z36K,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$4.193
","
Black / Gray
","
12 ns
","
36
","
1.35 V
","
36-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper Venom 32 GB,https://m.media-amazon.com/images/I/41xQi9FKIgL.jpg,$107.99 ,"
Patriot
",PVV532G680C34K,"
DDR5-6800
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.375
","
Black / White
","
10 ns
","
34
","
1.4 V
","
34-44-44-84
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Flare X5 96 GB,https://m.media-amazon.com/images/I/31TToCZZpLL.jpg,$284.99 ,"
G.Skill
",F5-5600J4040D48GX2-FX5,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 48GB
","
$2.969
","
Black
","
14.286 ns
","
40
","
1.25 V
","
40-40-40-89
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance LPX 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/8c4b4b3f8321d287375100603c69cf8c.256p.jpg,$129.99 ,"
Corsair
",CMK64GX4M2A2666C16,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
2 x 32GB
","
$2.031
","
Black / Yellow
","
12.003 ns
","
16
","
1.2 V
","
16-18-18-35
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z5 RGB 48 GB,//cdna.pcpartpicker.com/static/forever/images/product/7644231689e3d27f8b6582c47927690d.256p.jpg,$184.99 ,"
G.Skill
",F5-6400J3239F24GX2-TZ5RK,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 24GB
","
$3.854
","
Black
","
10 ns
","
32
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Klevv BOLT V 32 GB,https://m.media-amazon.com/images/I/31D5-zj94GL.jpg,$103.99 ,"
Klevv
",KD5AGUA80-64A320H,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.250
","
Black
","
10 ns
","
32
","
1.35 V
","
32-38-38-78
","
Non-ECC / Unbuffered
","
Yes
",13
PNY XLR8 Gaming EPIC-X RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/0ed8fa4e4185c0805af11654b603c6b2.256p.jpg,$71.98 ,"
PNY
",MD32GK2D4320016XRGB,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.249
","
Black
","
10 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Corsair Vengeance RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/62b52e966f64e127883abbe78b6ae6d5.256p.jpg,$249.99 ,"
Corsair
",CMH64GX5M4B5600Z36,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
4 x 16GB
","
$3.906
","
Black / Gray
","
12.857 ns
","
36
","
1.25 V
","
36-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
Crucial Ballistix 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/cc5fd9e250d96e8e1230c8e061c60af4.256p.jpg,,"
Crucial
",BL2K8G36C16U4BL,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Black
","
8.889 ns
","
16
","
1.35 V
","
16-18-18-38
","
Non-ECC / Unbuffered
","
Yes
",12
Kingston FURY Beast 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/304c08dd6c7dfb964c42c72f761b8a4f.256p.jpg,$159.97 ,"
Kingston
",KF436C18BBK2/64,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 32GB
","
$2.500
","
Black / Silver
","
10 ns
","
18
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
TEAMGROUP T-Create Expert 64 GB,https://m.media-amazon.com/images/I/41QiqjSqj0L.jpg,$124.99 ,"
TEAMGROUP
",TTCED464G3600HC18JDC01,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 32GB
","
$1.953
","
Gray
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper Elite II 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/0b87c1095fc9ee08a52a881bce7fd515.256p.jpg,$31.99 ,"
Patriot
",PVE2416G360C0,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
1 x 16GB
","
$1.999
","
Red / Black
","
11.111 ns
","
20
","
1.35 V
","
20-26-26-46
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance 48 GB,//cdna.pcpartpicker.com/static/forever/images/product/1c95c8797b9d8d1e8ced68926892786c.256p.jpg,$189.99 ,"
Corsair
",CMK48GX5M2B7000C40,"
DDR5-7000
","
288-pin DIMM (DDR5)
","
2 x 24GB
","
$3.958
","
Black
","
11.429 ns
","
40
","
1.4 V
","
40-52-52-114
","
Non-ECC / Unbuffered
","
Yes
",13
Crucial CT4G4DFS824A 4 GB,//cdna.pcpartpicker.com/static/forever/images/product/1c1a330e97f77a0ca8c6209adc7804cd.256p.jpg,$15.00 ,"
Crucial
",CT4G4DFS824A,"
DDR4-2400
","
288-pin DIMM (DDR4)
","
1 x 4GB
","
$3.750
","
Black / Green
","
14.167 ns
","
17
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
Crucial CT8G4DFRA266 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/a1c6e2401cb22c68fc70cfec2762d539.256p.jpg,$16.98 ,"
Crucial
",CT8G4DFRA266,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
1 x 8GB
","
$2.123
","
Green
","
14.254 ns
","
19
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
ADATA XPG GAMMIX D45 16 GB,https://m.media-amazon.com/images/I/41Dq7d4V7RL.jpg,,"
ADATA
",AX4U36008G18I-DCWHD45,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
White
","
10 ns
","
18
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
G.Skill Trident Z5 RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/0a6f5377b0a3162d1c6317c641b9e721.256p.jpg,$117.99 ,"
G.Skill
",F5-5600J2834F16GX2-TZ5RS,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.687
","
White / Black
","
10 ns
","
28
","
1.35 V
","
28-34-34-89
","
Non-ECC / Unbuffered
","
Yes
",13
Crucial Ballistix 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/9e5ec9cdd08d9c2e391708c160a9043a.256p.jpg,,"
Crucial
",BL8G36C16U4B,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
1 x 8GB
",N/A,"
Black
","
8.889 ns
","
16
","
1.35 V
","
16-18-18-38
","
Non-ECC / Unbuffered
","
Yes
",12
Klevv CRAS V RGB 32 GB,/static/forever/img/no-image.png,,"
Klevv
",KD5AGUA80-64A320G,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 16GB
",N/A,"
Black
","
10 ns
","
32
","
1.35 V
","
32-38-38-78
","
Non-ECC / Unbuffered
","
Yes
",12
TEAMGROUP T-Force Xtreem ARGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/e7e5bfd5a94513a55151d1454e97bc55.256p.jpg,$169.99 ,"
TEAMGROUP
",TF13D432G3600HC14CDC01,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$5.312
","
White
","
7.778 ns
","
14
","
1.45 V
","
14-15-15-35
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/565dc2ce1db6c66217963c6162e745b8.256p.jpg,$131.37 ,"
G.Skill
",F4-4400C16D-16GTZR,"
DDR4-4400
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$8.211
","
Black
","
7.273 ns
","
16
","
1.5 V
","
16-19-19-39
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB RS 64 GB,https://m.media-amazon.com/images/I/41x6BlQHnmL.jpg,$154.99 ,"
Corsair
",CMG64GX4M2D3600C18,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 32GB
","
$2.422
","
Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance LPX 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/b1ff98ce2231e841619548d0337da33e.256p.jpg,$74.98 ,"
Corsair
",CMK16GX4M4A2666C16,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
4 x 4GB
","
$4.686
","
Black / Yellow
","
11.253 ns
","
15
","
1.2 V
","
15-15-15-36
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Ripjaws V 8 GB,https://m.media-amazon.com/images/I/51oJgcnJYYL.jpg,$28.99 ,"
G.Skill
",F4-2400C15D-8GVR,"
DDR4-2400
","
288-pin DIMM (DDR4)
","
2 x 4GB
","
$3.624
","
Black / Red
","
12.5 ns
","
15
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Patriot Viper 4 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/d3ed1ce9380835a35a9b2f4ecaadf72f.256p.jpg,$91.06 ,"
Patriot
",PV416G320C6K,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$5.691
","
Red / Black
","
10 ns
","
16
","
1.35 V
","
16-18-18-36
","
Non-ECC / Unbuffered
","
Yes
",13
Acer Predator Hermes RGB 32 GB,/static/forever/img/no-image.png,,"
Acer
","BL.9BWWR.414, HERMES-32GB-8000-1R8-V1","
DDR5-8200
","
288-pin DIMM (DDR5)
","
2 x 16GB
",N/A,"
White
","
8.78 ns
","
36
","
1.45 V
","
36-48-48-126
","
Non-ECC / Unbuffered
","
Yes
",12
Corsair Vengeance RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/4ca044f3651f3007b704fdea1cb5a857.256p.jpg,$129.99 ,"
Corsair
",CMH32GX5M2B5600C36K,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$4.062
","
Black / Gray
","
12.857 ns
","
36
","
1.25 V
","
36-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB Pro SL 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/1047760c89770e8234e5fc0863cb7b10.256p.jpg,$149.99 ,"
Corsair
",CMH64GX4M2D3600C18,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 32GB
","
$2.344
","
Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/19d1b2bcb0b1f976906237fdd800d77e.256p.jpg,$135.99 ,"
Corsair
",CMH32GX5M2B6200C36,"
DDR5-6200
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$4.250
","
Black
","
11.613 ns
","
36
","
1.3 V
","
36-39-39-76
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/4881bdf9c1572ba6ceabf1fcbf5c361b.256p.jpg,$209.99 ,"
Corsair
",CMH64GX5M2B5600C40W,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.281
","
White / Gray
","
14.286 ns
","
40
","
1.25 V
","
40-40-40-77
","
Non-ECC / Unbuffered
","
Yes
",13
Mushkin Redline 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,$203.00 ,"
Mushkin
",MRD4E320EJJP16GX2,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$6.344
","
White
","
8.75 ns
","
14
","
1.4 V
","
14-18-18-38
","
ECC / Unbuffered
","
Yes
",13
G.Skill Ares 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/5a8c1c63a2ef0ffa3d9e80206e71390d.256p.jpg,"$1,368.64 ","
G.Skill
",F3-2133C11D-16GAR,"
DDR3-2133
","
240-pin DIMM (DDR3)
","
2 x 8GB
","
$85.540
","
Black / Red
","
10.314 ns
","
11
","
1.5 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Kingston FURY Renegade 48 GB,//cdna.pcpartpicker.com/static/forever/images/product/e21de3baba1e5761fea2aedce91e2268.256p.jpg,$226.16 ,"
Kingston
",KF564C32RS-48,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
1 x 48GB
","
$4.712
","
Silver / Black
","
10 ns
","
32
","
1.4 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Silicon Power XPOWER Zenith RGB Gaming 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/96cad3a46563e03207b5235428b6806d.256p.jpg,$98.97 ,"
Silicon Power
",SU032GXLWU60AFDHSW,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.093
","
White
","
10 ns
","
30
","
1.35 V
","
30-38-38-96
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston ValueRAM 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/bb0989d036380a4782905a36cd243aca.256p.jpg,$39.48 ,"
Kingston
",KVR32N22D8/16,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
1 x 16GB
","
$2.467
",N/A,"
13.75 ns
","
22
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
No
",11
Lexar Ares RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/6c4eda2e9929cf4de45da25c8a1cca31.256p.jpg,$52.99 ,"
Lexar
",LD4BU008G-R3600GDLA,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$3.312
","
Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston HyperX Fury RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/18b646088be1d7d05374064f3e4ce1b3.256p.jpg,,"
Kingston
",HX436C17FB3AK2/16,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Black / Silver
","
9.444 ns
","
17
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
G.Skill Ripjaws V 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/d6ae9d0b1ad18bca471b26a758d05603.256p.jpg,$43.99 ,"
G.Skill
",F4-2666C15D-16GVR,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.749
","
Black / Red
","
11.253 ns
","
15
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Mushkin Redline Lumina 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/c0b3b59c137656c0a0d4ef398e959bdb.256p.jpg,$109.99 ,"
Mushkin
",MLA5C640BGGP16GX2,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.437
","
Black
","
10 ns
","
32
","
1.35 V
","
32-39-39-102
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB Pro 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/ac5bc116ced705473977c8a740ed0551.256p.jpg,$91.99 ,"
Corsair
",CMW32GX4M2Z2933C16,"
DDR4-2933
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.875
","
Black
","
10.91 ns
","
16
","
1.35 V
","
16-18-18-36
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Ripjaws S5 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/f6c4102858a46cca66ffa82d8311afd7.256p.jpg,$103.99 ,"
G.Skill
",F5-5600J3636C16GX2-RS5K,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.250
","
Black
","
12.857 ns
","
36
","
1.2 V
","
36-36-36-89
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Signature Line 16 GB,https://m.media-amazon.com/images/I/41YP-0L7GwL.jpg,$48.00 ,"
Patriot
",PSD416G3200K,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$3.000
",N/A,"
11.875 ns
","
19
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
No
",11
Corsair Vengeance RGB Pro 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/400879ba32d2a76ef63e2bf44fa7808a.256p.jpg,$91.44 ,"
Corsair
",CMW16GX4M2Z4000C18,"
DDR4-4000
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$5.715
","
Black
","
9 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
