Name,Image URL,Price,Manufacturer,Part #,Speed,Form Factor,Modules,Price / GB,Color,First Word Latency,CAS Latency,Voltage,Timing,ECC / Registered,Heat Spreader,Specs Number
Kingston FURY Beast 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/ef3a93b69705225da76f104ce2ca6fe4.256p.jpg,$84.99 ,"
Kingston
",KF436C18BBK2/32,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.656
","
Black
","
10 ns
","
18
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Trident Z RGB 96 GB,//cdna.pcpartpicker.com/static/forever/images/product/7b32cc48e06b1303b16b1552828785ed.256p.jpg,$339.99 ,"
G.Skill
",F5-6400J3239F48GX2-TZ5RK,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 48GB
","
$3.542
","
Black
","
10 ns
","
32
","
1.35 V
","
32-39-39-102
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/b2d107d629e656f9f435ce9bd604f7e0.256p.jpg,$127.99 ,"
Corsair
",CMH32GX5M2D6000C36,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$4.000
","
Black
","
12 ns
","
36
","
1.35 V
","
36-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Dominator Titanium 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/327d514df1e5e3bc915a0a33b5b654fa.256p.jpg,$274.00 ,"
Corsair
",CMP64GX5M2B6000Z30,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$4.281
","
Black
","
10 ns
","
30
","
1.4 V
","
30-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Dominator Titanium 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/cc5f6c1a58b7a62167079bfe90fb75e2.256p.jpg,$359.99 ,"
Corsair
",CMP64GX5M4B6400C32,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
4 x 16GB
","
$5.625
","
Black
","
10 ns
","
32
","
1.4 V
","
32-40-40-84
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z5 RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/a007d2df78aaa2d26d69d7e2697863ed.256p.jpg,$214.99 ,"
G.Skill
",F5-6000J3040G32GX2-TZ5RK,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.359
","
Black
","
10 ns
","
30
","
1.4 V
","
30-40-40-96
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/2cc8f016fb3e74cb457f9457820ec1c4.256p.jpg,$137.99 ,"
Corsair
",CMH32GX5M2B6400C36W,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$4.312
","
White / Black
","
11.25 ns
","
36
","
1.4 V
","
36-48-48-104
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston FURY Beast 16 GB,https://m.media-amazon.com/images/I/31HLz8OwmZL.jpg,$44.85 ,"
Kingston
",KF432C16BB/16,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
1 x 16GB
","
$2.803
","
Black
","
10 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Kingston FURY 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/9dbdaa325c3c8126bddcfdc65c80dc0d.256p.jpg,$146.30 ,"
Kingston
",KF560C40BWAK2-32,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$4.572
","
White
","
13.333 ns
","
40
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Samsung M378B5173DB0-CK0 4 GB,https://m.media-amazon.com/images/I/412KwK7ry1L.jpg,$12.83 ,"
Samsung
",M378B5173DB0-CK0,"
DDR3-1600
","
240-pin DIMM (DDR3)
","
1 x 4GB
","
$3.208
","
Green
","
13.75 ns
","
11
","
1.5 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
G.Skill Trident Z RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/c30eb5d554b9065f353eb26feec6885d.256p.jpg,$109.99 ,"
G.Skill
","F4-3200C16Q-32GTZR, GS-F4-3200C16Q-32GTZR","
DDR4-3200
","
288-pin DIMM (DDR4)
","
4 x 8GB
","
$3.437
","
Black
","
10 ns
","
16
","
1.35 V
","
16-18-18-38
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Ripjaws S5 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/acf0ad7e41365a1d16a15dc7873e6b1b.256p.jpg,$107.99 ,"
G.Skill
",F5-6000J3238F16GX2-RS5K,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.375
","
Black
","
10.667 ns
","
32
","
1.35 V
","
32-38-38-96
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Delta RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/27a03586cd8fdb879a46530b12d1d565.256p.jpg,$69.98 ,"
TEAMGROUP
",TF3D432G3200HC16FDC01,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.187
","
Black
","
10 ns
","
16
","
1.35 V
","
16-20-20-40
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z5 RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/17a1d429c294351b08e6ed4552db1f15.256p.jpg,$116.99 ,"
G.Skill
",F5-5600J2834F16GX2-TZ5RK,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.656
","
Black
","
10 ns
","
28
","
1.35 V
","
28-34-34-89
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB RS 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/b6d111351e56f32cd776e4cf8ce17e39.256p.jpg,$59.99 ,"
Corsair
",CMG16GX4M2E3200C16,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$3.749
","
Black / Gray
","
10 ns
","
16
","
1.35 V
","
16-20-20-38
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Vulcan Z 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/01da19f16d5e4c5808f64fb9049afb68.256p.jpg,$114.99 ,"
TEAMGROUP
",TLZGD464G3200HC16CDC01,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 32GB
","
$1.797
","
Gray
","
10 ns
","
16
","
1.35 V
","
16-18-18-38
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB RT 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/d533fcdf27cb51bbb1962f120b719707.256p.jpg,$139.99 ,"
Corsair
",CMN32GX4M2Z4600C18,"
DDR4-4600
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$4.375
","
Black
","
7.826 ns
","
18
","
1.5 V
","
18-26-26-46
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/26d2fcb6a3797a23e5a7bfe1657fb2a8.256p.jpg,$229.99 ,"
Corsair
",CMK64GX5M2B6000Z30,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.594
","
Black / Gray
","
10 ns
","
30
","
1.4 V
","
30-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston FURY Beast RGB 128 GB,//cdna.pcpartpicker.com/static/forever/images/product/2700676db20720e67df7738bcddcbf14.256p.jpg,$447.15 ,"
Kingston
",KF552C40BBAK4-128,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
4 x 32GB
","
$3.493
","
Black
","
15.385 ns
","
40
","
1.25 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Trident Z5 RGB 96 GB,//cdna.pcpartpicker.com/static/forever/images/product/f0a9a2e05e133134686101ad974f1789.256p.jpg,$339.99 ,"
G.Skill
",F5-6400J3239F48GX2-TZ5RW,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 48GB
","
$3.542
","
White / Black
","
10 ns
","
32
","
1.4 V
","
32-39-39-102
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z Royal 128 GB,//cdna.pcpartpicker.com/static/forever/images/product/9b8a201dd66a112f3d78634097c33991.256p.jpg,"$2,265.13 ","
G.Skill
",F4-3200C16Q-128GTRG,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
4 x 32GB
","
$17.696
","
Gold
","
10 ns
","
16
","
1.35 V
","
16-18-18-38
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Vulcan Z 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/a79f5d98275d75e320292a6d40a1dfd1.256p.jpg,$34.99 ,"
TEAMGROUP
",TLZRD416G3200HC16CDC01,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.187
","
Red
","
10 ns
","
16
","
1.35 V
","
16-18-18-38
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Create Expert 64 GB,https://m.media-amazon.com/images/I/31wJnjLfF8L.jpg,$184.99 ,"
TEAMGROUP
",CTCWD564G6000HC34BDC01,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$2.890
","
White
","
11.333 ns
","
34
","
1.3 V
","
34-44-44-84
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance 96 GB,//cdna.pcpartpicker.com/static/forever/images/product/1c95c8797b9d8d1e8ced68926892786c.256p.jpg,$279.99 ,"
Corsair
",CMK96GX5M2B5600C40,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 48GB
","
$2.917
","
Black
","
14.286 ns
","
40
","
1.25 V
","
40-40-40-77
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Create Expert 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/ba487385a6ce4478a93d04e5397f8fb9.256p.jpg,$194.99 ,"
TEAMGROUP
",CTCED564G6400HC34BDC01,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.047
","
Black
","
10.625 ns
","
34
","
1.35 V
","
34-44-44-84
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/894ce2f4aaaf96e8a0cc61288f9ff27d.256p.jpg,$242.99 ,"
Corsair
",CMH64GX5M2B6600C32,"
DDR5-6600
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.797
","
Black / Gray
","
9.697 ns
","
32
","
1.4 V
","
32-39-39-76
","
Non-ECC / Unbuffered
","
Yes
",13
OLOy OWL RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/625284698cf11cacff54bf9831acf2bd.256p.jpg,$42.99 ,"
OLOy
",ND4U0832161BHJDA,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.687
","
Black
","
10 ns
","
16
","
1.35 V
","
16-20-20-38
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP Elite 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/196236d5d42ff063b9d2d21e0d73ffda.256p.jpg,$108.99 ,"
TEAMGROUP
",TED464G3200C22DC01,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 32GB
","
$1.703
","
Black
","
13.75 ns
","
22
","
1.2 V
","
22-22-22-52
","
Non-ECC / Unbuffered
","
No
",13
Corsair Vengeance RGB RT 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/18d515b5e9b6de9484ac9eb7901c119c.256p.jpg,$104.99 ,"
Corsair
",CMN32GX4M2Z3600C16,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$3.281
","
Black
","
8.889 ns
","
16
","
1.35 V
","
16-20-20-38
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance LPX 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/c7996bf15f2611f9977d79b549de6388.256p.jpg,$44.99 ,"
Corsair
",CMK16GX4M2E3200C16W,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.812
","
White
","
10 ns
","
16
","
1.35 V
","
16-20-20-38
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper 3 16 GB,https://m.media-amazon.com/images/I/41FTZK2Nf7L.jpg,$29.99 ,"
Patriot
",PV316G186C0K,"
DDR3-1866
","
240-pin DIMM (DDR3)
","
2 x 8GB
","
$1.874
","
Black / Silver
","
10.718 ns
","
10
","
1.5 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Ripjaws S5 96 GB,https://m.media-amazon.com/images/I/41z7Yocy0HL.jpg,$389.99 ,"
G.Skill
",F5-6800J3446F48GX2-RS5K,"
DDR5-6800
","
288-pin DIMM (DDR5)
","
2 x 48GB
","
$4.062
","
Black
","
10 ns
","
34
","
1.35 V
","
34-46-46-108
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance LPX 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/0d7ccc6bb32c1a857bdfc56d9eb74081.256p.jpg,$69.98 ,"
Corsair
",CMK32GX4M2A2133C13,"
DDR4-2133
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.187
","
Black / Yellow
","
12.189 ns
","
13
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Kingston KVR13N9S6/2 2 GB,//cdna.pcpartpicker.com/static/forever/images/product/a3cbd50ab70038737cae88535d08d1db.256p.jpg,$19.97 ,"
Kingston
",KVR13N9S6/2,"
DDR3-1333
","
240-pin DIMM (DDR3)
","
1 x 2GB
","
$9.985
","
Black / Green
","
13.503 ns
","
9
","
1.5 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
Kingston FURY Beast 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/4108ce94c499008912266b2f019d061b.256p.jpg,$115.03 ,"
Kingston
",KF552C40BBK2-32,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.595
","
Black / Silver
","
15.385 ns
","
40
","
1.25 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Corsair Dominator Platinum RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/6629aa2ac7910283821a0d99afe62fc4.256p.jpg,$289.99 ,"
Corsair
",CMT64GX5M4B5600C36,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
4 x 16GB
","
$4.531
","
Black
","
12.857 ns
","
36
","
1.25 V
","
36-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB 96 GB,//cdna.pcpartpicker.com/static/forever/images/product/36e1c3599450e638cdc5330368ab1060.256p.jpg,$367.99 ,"
Corsair
",CMH96GX5M2B6800C40,"
DDR5-6800
","
288-pin DIMM (DDR5)
","
2 x 48GB
","
$3.833
","
Black / Silver
","
11.765 ns
","
40
","
1.4 V
","
40-50-50-110
","
Non-ECC / Unbuffered
","
Yes
",13
ADATA XPG Lancer Blade RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/1a16a735d969ab30a225f940f51aa806.256p.jpg,$119.99 ,"
ADATA
",AX5U6000C3016G-DTLABRWH,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.750
","
White
","
10 ns
","
30
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Corsair Vengeance RGB RS 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/b6d111351e56f32cd776e4cf8ce17e39.256p.jpg,$79.98 ,"
Corsair
",CMG32GX4M2E3200C16,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.499
","
Black / Gray
","
10 ns
","
16
","
1.35 V
","
16-20-20-38
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB 48 GB,//cdna.pcpartpicker.com/static/forever/images/product/cfea52e1ea2b5f3449014e0a12ffeaae.256p.jpg,$229.99 ,"
Corsair
",CMH48GX5M2X7600C36,"
DDR5-7600
","
288-pin DIMM (DDR5)
","
2 x 24GB
","
$4.791
","
Black
","
9.474 ns
","
36
","
1.4 V
","
36-46-46-96
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Dominator Titanium 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/d3d9724ef7867df15d77f8a549451d73.256p.jpg,$175.99 ,"
Corsair
",CMP32GX5M2X6600C32W,"
DDR5-6600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$5.500
","
White
","
9.697 ns
","
32
","
1.4 V
","
32-39-39-76
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/5f7712e306994cab20a0a0c027501737.256p.jpg,$124.99 ,"
Corsair
",CMH32GX5M2E6000Z36,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.906
","
Black / Gray
","
12 ns
","
36
","
1.4 V
","
36-44-44-96
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/0cceb75b6c4f4093255a87f7a76040d0.256p.jpg,$113.99 ,"
Corsair
",CMK32GX5M2B5600C36W,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.562
","
White
","
12.857 ns
","
36
","
1.25 V
","
36-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Signature Line 8 GB,https://m.media-amazon.com/images/I/31+27qUpLrL.jpg,$34.27 ,"
Patriot
",PSD58G480041,"
DDR5-4800
","
288-pin DIMM (DDR5)
","
1 x 8GB
","
$4.045
","
Black
","
16.667 ns
","
40
","
1.1 V
","
40-40-40-77
","
Non-ECC / Unbuffered
","
No
",13
Corsair Vengeance LPX 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/c2c7aadc344828dd821f14344606b597.256p.jpg,$84.99 ,"
Corsair
",CMK32GX4M2Z3600C18,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.656
","
Black / Yellow
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/4afa94216755c30ad4473c556426a19d.256p.jpg,$119.99 ,"
Corsair
",CMK32GX5M2D6000Z36,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.750
","
Gray
","
12 ns
","
36
","
1.35 V
","
36-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
Timetec PINNACLE Konduit 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/7d781e6b72753bc7271fd4d7548843e2.256p.jpg,$67.99 ,"
Timetec
",PKMD4U36C18FNHW16GK2,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.125
","
White
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z5 RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/f0a9a2e05e133134686101ad974f1789.256p.jpg,$214.99 ,"
G.Skill
",F5-6000J3040G32GX2-TZ5RW,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.359
","
White / Black
","
10 ns
","
30
","
1.4 V
","
30-40-40-96
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Ripjaws V 16 GB,https://m.media-amazon.com/images/I/41AYW6bySFL.jpg,$37.99 ,"
G.Skill
",F4-3200C16S-16GVK,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
1 x 16GB
","
$2.374
","
Black
","
10 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Kingston FURY Beast RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/656b218c4f751e9d239c3627befb3b7d.256p.jpg,$132.15 ,"
Kingston
",KF556C36BBEAK2-32,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$4.130
","
Black
","
12.857 ns
","
36
","
1.25 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Trident Z5 RGB 48 GB,//cdna.pcpartpicker.com/static/forever/images/product/74ca8bc876958ab560190cae0f349c69.256p.jpg,$279.99 ,"
G.Skill
",F5-8200J4052F24GX2-TZ5RK,"
DDR5-8200
","
288-pin DIMM (DDR5)
","
2 x 24GB
","
$5.833
","
Black
","
9.756 ns
","
40
","
1.35 V
","
40-52-52-131
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance LPX 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/e79d504aff7beb267af80eb5820ca907.256p.jpg,$73.98 ,"
Corsair
",CMK32GX4M2A2666C16,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.312
","
Black / Yellow
","
12.003 ns
","
16
","
1.2 V
","
16-18-18-35
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP Elite Plus 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/5332b1bd92d38bb74c20db67256ed2ad.256p.jpg,$147.99 ,"
TEAMGROUP
",TPSD564G4800HC40DC01,"
DDR5-4800
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$2.312
","
Silver
","
16.667 ns
","
40
","
1.1 V
","
40-40-40-77
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston FURY Beast RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/66f4881c06afc49f59505b61373ab096.256p.jpg,$91.02 ,"
Kingston
",KF556C36BBEAK2-16,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 8GB
","
$5.689
","
Black
","
12.857 ns
","
36
","
1.25 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Ripjaws V 8 GB,https://m.media-amazon.com/images/I/41ukq8k7ewL.jpg,$69.98 ,"
G.Skill
",F4-2400C15S-8GVR,"
DDR4-2400
","
288-pin DIMM (DDR4)
","
1 x 8GB
","
$8.748
","
Red
","
12.5 ns
","
15
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
TEAMGROUP T-Force Vulcan 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/71eccae973087bde1c431adebbb600dd.256p.jpg,$94.99 ,"
TEAMGROUP
",FLBD532G5600HC36BDC01,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$2.968
","
Black
","
12.857 ns
","
36
","
1.2 V
","
36-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z5 RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/1b35dfdaccb60dba6b0befaae5043d8e.256p.jpg,$132.99 ,"
G.Skill
",F5-7200J3445G16GX2-TZ5RS,"
DDR5-7200
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$4.156
","
Silver / Black
","
9.444 ns
","
34
","
1.4 V
","
34-45-45-115
","
Non-ECC / Unbuffered
","
Yes
",13
Crucial CT2K8G4DFRA32A 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/06c2821b511af7881d5766ee7c640e5f.256p.jpg,$39.99 ,"
Crucial
",CT2K8G4DFRA32A,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.499
","
Green
","
13.75 ns
","
22
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
Corsair Vengeance 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/179fe2805215ec2205b1194a5e3c6071.256p.jpg,$167.99 ,"
Corsair
",CMK64GX5M2A4800C40,"
DDR5-4800
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$2.625
","
Black
","
16.667 ns
","
40
","
1.1 V
","
40-40-40-77
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Signature 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/5390c9f7aba016f79464e40ca71a994b.256p.jpg,,"
Patriot
",PSD38G16002,"
DDR3-1600
","
240-pin DIMM (DDR3)
","
1 x 8GB
","
$1.374
","
Black / Green
","
13.75 ns
","
11
","
1.5 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
Corsair Vengeance RGB Pro 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/5f09867b54e9ad932b4dd1bc767f6238.256p.jpg,$159.99 ,"
Corsair
",CMW64GX4M2D3600C18,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 32GB
","
$2.500
","
Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Ripjaws S5 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/27c13e9e9e5c50f11742a99e659146a0.256p.jpg,$239.99 ,"
G.Skill
",F5-6800J3445G32GX2-RS5K,"
DDR5-6800
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.750
","
Black
","
10 ns
","
34
","
1.35 V
","
34-45-45-108
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Create Expert 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/ab82ba7617245224a22e77deb7a1639a.256p.jpg,$32.99 ,"
TEAMGROUP
",TTCED416G3200HC16FDC01,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.062
","
Gray
","
10 ns
","
16
","
1.35 V
","
16-20-20-40
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston FURY Beast 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/e5b36206d27e6d780584db76eadc621f.256p.jpg,$71.00 ,"
Kingston
",KF548C38BBK2-16,"
DDR5-4800
","
288-pin DIMM (DDR5)
","
2 x 8GB
","
$4.438
","
Black
","
15.833 ns
","
38
","
1.1 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Corsair Vengeance LPX 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/450c7a90f7140f493e6db7227f9f2142.256p.jpg,$104.99 ,"
Corsair
",CMK32GX4M2Z4000C18,"
DDR4-4000
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$3.281
","
Black / Yellow
","
9 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/cc01b76b3e479543f4d8c027f9a9b73c.256p.jpg,$114.99 ,"
Corsair
",CMK32GX5M2E6000C36W,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.593
","
White / Gray
","
12 ns
","
36
","
1.4 V
","
36-44-44-96
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Dominator Titanium 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/d28379b9dec15eb6b32ea27b768b85e6.256p.jpg,$175.99 ,"
Corsair
",CMP32GX5M2X6600C32,"
DDR5-6600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$5.500
","
Black
","
9.697 ns
","
32
","
1.4 V
","
32-39-39-76
","
Non-ECC / Unbuffered
","
Yes
",13
Crucial Classic 8 GB,https://m.media-amazon.com/images/I/31AwbYGwnlL.jpg,$26.99 ,"
Crucial
",CT8G56C46U5,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
1 x 8GB
","
$3.374
","
Black
","
16.429 ns
","
46
","
1.1 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
