Name,Image URL,Price,Manufacturer,Model,Part #,Fan RPM,Noise Level,Color,Height,CPU Socket,Water Cooled,Fanless,Specs Number
Deepcool LT720 WH,//cdna.pcpartpicker.com/static/forever/images/product/861b8df9d997376de670ad86c23143bb.256p.jpg,$109.99 ,Deepcool,LT720 WH,"R-LT720-WHAMNF-G-1, LT720 WH",500 - 2250 RPM,32.9 dB,White,68 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,10
ARCTIC Freezer 36,https://m.media-amazon.com/images/I/41zWN0XQfeL.jpg,$28.48 ,ARCTIC,N/A,ACFRE00123A,200 - 1800 RPM,N/A,Black,159 mm,"AM4, AM5, LGA1700",No,No,8
Lian Li Galahad II Trinity,//cdna.pcpartpicker.com/static/forever/images/product/a71129f791c9f3327ba095a6a88f0a48.256p.jpg,$119.00 ,Lian Li,N/A,"GA2T36W, G89.GA2T36W.00",2450 RPM,35.4 dB,White,69 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 360 mm,No,9
be quiet! Pure Rock Slim 2,//cdna.pcpartpicker.com/static/forever/images/product/98bb44b33e99e3c03b12d76609433d62.256p.jpg,$24.90 ,be quiet!,Pure Rock Slim 2,BK030,N/A,13.1 - 25.4 dB,Black / Silver,135 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Deepcool LT520,https://m.media-amazon.com/images/I/31KQLrPSUHL.jpg,$89.99 ,Deepcool,LT520,"R-LT520-BKAMNF-G-1, LT520, LT520-AMAZON",500 - 2250 RPM,32.9 dB,Black / Gray,68 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,10
Deepcool AK500 ZERO DARK,//cdna.pcpartpicker.com/static/forever/images/product/63ca6be3a442b69d6033ca3a31231a21.256p.jpg,$45.98 ,Deepcool,AK500 ZERO DARK,"R-AK500-BKNNMT-G-1, AK500 ZERO DARK",500 - 1850 RPM,25.9 - 31.5 dB,Black,158 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
Noctua NH-L12S,//cdna.pcpartpicker.com/static/forever/images/product/3ef69f2637de8bfe3600a2298437ff83.256p.jpg,$64.90 ,Noctua,N/A,NH-L12S,450 - 1850 RPM,16.8 - 23.9 dB,N/A,70 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,8
ARCTIC Liquid Freezer III,https://m.media-amazon.com/images/I/31Jae6wYVGL.jpg,$111.99 ,ARCTIC,N/A,ACFRE00135A,200 - 1700 RPM,N/A,Black,N/A,"AM4, AM5, LGA1700",Yes - 280 mm,No,7
Cooler Master Hyper 212 Spectrum V3,https://m.media-amazon.com/images/I/41-sivENNEL.jpg,$25.98 ,Cooler Master,Hyper 212 Spectrum V3,RR-S4NA-17PA-R1,650 - 1750 RPM,27.2 dB,Black / Silver,152 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,10
Corsair iCUE H100i ELITE CAPELLIX XT,//cdna.pcpartpicker.com/static/forever/images/product/8de314f804023029ef40cf2f02b00a2d.256p.jpg,$154.99 ,Corsair,iCUE H100i ELITE CAPELLIX XT,CW-9060068-WW,550 - 2100 RPM,5 - 34.1 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Corsair iCUE H150i ELITE LCD XT,//cdna.pcpartpicker.com/static/forever/images/product/d2a5cdb7e929d90e63cba524e6f668ad.256p.jpg,$299.99 ,Corsair,iCUE H150i ELITE LCD XT,CW-9060077-WW,550 - 2100 RPM,5 - 31.1 dB,White / Gray,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
ARCTIC Liquid Freezer III,https://m.media-amazon.com/images/I/31otd2s0HiL.jpg,$127.99 ,ARCTIC,N/A,ACFRE00137A,200 - 1700 RPM,N/A,Black,N/A,"AM4, AM5, LGA1700",Yes - 420 mm,No,7
ARCTIC Liquid Freezer II 280,//cdna.pcpartpicker.com/static/forever/images/product/d4be1665d9e39cda9ce38d3cac4abfe6.256p.jpg,$95.00 ,ARCTIC,Liquid Freezer II 280,"ACFRE00066A, ACFRE00066B",200 - 1700 RPM,N/A,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,8
NZXT T120 RGB,//cdna.pcpartpicker.com/static/forever/images/product/13fac04803ed3f5c12e1ee5d5734688a.256p.jpg,$44.99 ,NZXT,N/A,RC-TR120-B1,500 - 1800 RPM,17.2 - 27.5 dB,Black,159 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
ARCTIC Liquid Freezer II 360,//cdna.pcpartpicker.com/static/forever/images/product/211ec0a76765180845d9eda341ab7a7b.256p.jpg,,ARCTIC,Liquid Freezer II 360,ACFRE00068A,800 - 2000 RPM,N/A,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Noctua NH-U9S chromax.black,https://m.media-amazon.com/images/I/41-qe4lyyXL.jpg,$69.95 ,Noctua,N/A,"NH-U9S chromax.black, NH-U9S CH.BK, NH-U9S-CH-BK",400 - 2000 RPM,16.3 - 22.8 dB,Black,125 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Asus ROG STRIX LC II ARGB,//cdna.pcpartpicker.com/static/forever/images/product/ad2d67177c35acc45be96995e6a4b370.256p.jpg,$129.99 ,Asus,N/A,"ROG STRIX LC II 360 ARGB, 90RC00F1-M0AAY0",800 - 2500 RPM,37.6 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011-3 Narrow",Yes - 360 mm,No,8
Deepcool LS720,https://m.media-amazon.com/images/I/31tBU+F0zeL.jpg,$106.98 ,Deepcool,LS720,"R-LS720-BKAMNT-G-1, LS720, R-LS720-BKAMMT-G-1",500 - 2250 RPM,32.9 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Corsair iCUE H150i RGB ELITE,//cdna.pcpartpicker.com/static/forever/images/product/c62037c7acff44a3e3a21a2aa4c8edda.256p.jpg,$154.99 ,Corsair,iCUE H150i RGB ELITE,CW-9060060-WW,400 - 1850 RPM,19 - 35.8 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Noctua NH-L9A-AM5,//cdna.pcpartpicker.com/static/forever/images/product/e34aa9b26728023fbd3919e021729b44.256p.jpg,$44.95 ,Noctua,N/A,NH-L9A-AM5,600 - 2500 RPM,14.8 - 23.6 dB,Brown / Silver,37 mm,AM5,No,No,9
Cooler Master Hyper 212 (2023),//cdna.pcpartpicker.com/static/forever/images/product/3019d492bb40655131e966a12433e19c.256p.jpg,$29.99 ,Cooler Master,N/A,RR-S4KK-25SN-R1,690 - 2500 RPM,32.8 dB,Black,152 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Cooler Master MasterLiquid ML240L ARGB V2,//cdna.pcpartpicker.com/static/forever/images/product/42a4c9d918eab492e2a1146db9291fc1.256p.jpg,$59.99 ,Cooler Master,MasterLiquid ML240L ARGB V2,MLW-D24M-A18PA-R2,650 - 1800 RPM,8 - 27 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Corsair iCUE LINK H150i LCD,//cdna.pcpartpicker.com/static/forever/images/product/ab58f364345bbabcd7149bc7fcb72759.256p.jpg,$254.99 ,Corsair,iCUE LINK H150i LCD,CW-9061008-WW,480 - 2400 RPM,N/A,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 360 mm,No,8
Deepcool ASSASSIN IV,//cdna.pcpartpicker.com/static/forever/images/product/48b85a3acc39adeb07b6acb12d1e10b6.256p.jpg,$93.76 ,Deepcool,N/A,"R-ASN4-BKNNMT-G, ASSASSIN IV",500 - 1700 RPM,22.6 - 29.3 dB,Black,164 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Thermalright AXP90-X47,https://m.media-amazon.com/images/I/41vcBqu9GoS.jpg,$22.90 ,Thermalright,N/A,AXP90-X47 BLACK,2700 RPM,22.4 dB,Black,47 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
ARCTIC Liquid Freezer II 240,//cdna.pcpartpicker.com/static/forever/images/product/8836b6919f843ea0a51fe5b544efe3bf.256p.jpg,$144.74 ,ARCTIC,Liquid Freezer II 240,"ACFRE00046A, ACFRE00046B",200 - 1800 RPM,N/A,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Thermalright Assassin X SE,https://m.media-amazon.com/images/I/41aQSKl8SfL.jpg,$16.89 ,Thermalright,N/A,"AX90SE V2, AX90SE V2 D6",2200 RPM,23.85 dB,Black / Silver,118 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Thermalright Phantom Spirit,https://m.media-amazon.com/images/I/41pvitxOE7L.jpg,$37.90 ,Thermalright,N/A,PS120,1500 RPM,25.6 dB,Black / Silver,157 mm,"AM4, AM5, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
NZXT Kraken Elite 240 RGB,//cdna.pcpartpicker.com/static/forever/images/product/6f683f6bee595e3b641933df52ecff8f.256p.jpg,$226.99 ,NZXT,Kraken Elite 240 RGB,RL-KR24E-W1,500 - 1800 RPM,17.9 - 30.6 dB,White,60 mm,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 240 mm,No,10
Noctua NH-D15S chromax.black,https://m.media-amazon.com/images/I/51wsVDm2ONL.jpg,$109.95 ,Noctua,N/A,"NH-D15S chromax.black, NH-D15S CH.BK",300 - 1500 RPM,19.2 - 24.6 dB,Black,160 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
ARCTIC Liquid Freezer II 420,//cdna.pcpartpicker.com/static/forever/images/product/20f969835143a453f817590da81bb648.256p.jpg,$171.98 ,ARCTIC,Liquid Freezer II 420,ACFRE00092A,200 - 1700 RPM,N/A,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 420 mm,No,8
Thermalright Assassin Spirit 120 EVO,https://m.media-amazon.com/images/I/41595fJKAOL.jpg,$22.90 ,Thermalright,Assassin Spirit 120 EVO,"AS120 EVO, Assassin Spirit 120 EVO",2000 RPM,28.2 dB,Black,156 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,10
Asus ROG RYUJIN II,//cdna.pcpartpicker.com/static/forever/images/product/043bc057c32dd8030c6f5cb02b550d29.256p.jpg,$499.00 ,Asus,N/A,"ROG RYUJIN II 360, 90RC00B0-M0AAY1, 90RC00B0-M0AAY0",450 - 2000 RPM,29.7 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Noctua NH-L9x65 chromax.black,//cdna.pcpartpicker.com/static/forever/images/product/6082032e0eb29f8eed91a12a4f976321.256p.jpg,$69.90 ,Noctua,N/A,"NH-L9x65 chromax.black, NH-L9x65 ch.bk",600 - 2500 RPM,14.8 - 23.6 dB,Black,65 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
NZXT Kraken Z73,//cdna.pcpartpicker.com/static/forever/images/product/26b8fd4167a7e43f82d73cae4c26d565.256p.jpg,$408.46 ,NZXT,Kraken Z73,RL-KRZ73-01,500 - 1800 RPM,21 - 36 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
ID-COOLING SE-214-XT,https://m.media-amazon.com/images/I/51bTXt-wzEL.jpg,$18.98 ,ID-COOLING,N/A,SE-214-XT ARGB WHITE,500 - 1500 RPM,13.8 - 30.5 dB,White,150 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Corsair iCUE H100i ELITE CAPELLIX XT,//cdna.pcpartpicker.com/static/forever/images/product/89bda0047f8b2ccffe4de3b909175e0b.256p.jpg,$179.99 ,Corsair,iCUE H100i ELITE CAPELLIX XT,CW-9060072-WW,550 - 2100 RPM,5 - 34.1 dB,White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Corsair iCUE LINK H150i LCD,//cdna.pcpartpicker.com/static/forever/images/product/0ad0f6d02af617a5087c95a74b0313b8.256p.jpg,$284.99 ,Corsair,iCUE LINK H150i LCD,CW-9061010-WW,480 - 2400 RPM,N/A,White,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 360 mm,No,8
Cooler Master MASTERLIQUID ML120L RGB V2,//cdna.pcpartpicker.com/static/forever/images/product/09bf243952495ef89ed4a6125b1b60b7.256p.jpg,$59.99 ,Cooler Master,MASTERLIQUID ML120L RGB V2,MLW-D12M-A18PC-R2,650 - 1800 RPM,6 - 27 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,9
Corsair iCUE LINK H150i RGB,//cdna.pcpartpicker.com/static/forever/images/product/72c1f2a5697eedfdede263123f14c050.256p.jpg,$204.99 ,Corsair,iCUE LINK H150i RGB,CW-9061003-WW,480 - 2400 RPM,N/A,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 360 mm,No,8
NZXT Kraken Elite 240,//cdna.pcpartpicker.com/static/forever/images/product/0ee69c6ef6b011bd7b1931075f77120e.256p.jpg,$169.99 ,NZXT,Kraken Elite 240,RL-KN24E-B1,500 - 1800 RPM,17.9 - 30.6 dB,Black,60 mm,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 240 mm,No,10
Corsair iCUE H150i ELITE LCD,//cdna.pcpartpicker.com/static/forever/images/product/eacc91b741eda1f196d910125506d5b4.256p.jpg,$399.00 ,Corsair,iCUE H150i ELITE LCD,CW-9060062-WW,450 - 2000 RPM,10 - 30.4 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
StarTech FAN775E,https://m.media-amazon.com/images/I/41wUDZznUZL.jpg,$14.77 ,StarTech,N/A,FAN775E,2600 RPM,22.2 dB,N/A,68 mm,LGA775,No,No,8
NZXT T120 RGB,//cdna.pcpartpicker.com/static/forever/images/product/16b3307f0115d1d9311f085a6badbf2c.256p.jpg,$49.99 ,NZXT,N/A,RC-TR120-W1,500 - 1800 RPM,17.2 - 27.5 dB,White,159 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
MSI MAG CORELIQUID 360R V2,//cdna.pcpartpicker.com/static/forever/images/product/7a8eb35e54d9877fa9c18a8fb8ef37a7.256p.jpg,$110.20 ,MSI,N/A,"MAG CORELIQUID 360R V2, CL360RV2",500 - 2000 RPM,14.3 - 34.3 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Thermalright Peerless Assassin 120 Black,https://m.media-amazon.com/images/I/41TOck4ZY5L.jpg,,Thermalright,Peerless Assassin 120 Black,"PA120 Black, PA120 BLACK, PA120 Black D6-CAD, PA120 BLACK-D6, PA120 BLACK-D2",1550 RPM,25.6 dB,Black,157 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
Deepcool AK400 ZERO DARK PLUS,//cdna.pcpartpicker.com/static/forever/images/product/6756c08038ee5090c324ba715a8e790c.256p.jpg,$42.98 ,Deepcool,AK400 ZERO DARK PLUS,"R-AK400-BKNNMD-G-1, AK400 ZERO DARK PLUS",500 - 1650 RPM,28 dB,Black,155 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,10
Thermalright Frozen Prism ARGB,https://m.media-amazon.com/images/I/31S44PJIaPL.jpg,$60.59 ,Thermalright,N/A,"Frozen Prism 360 BLACK ARGB, FP360 BLACK ARGB D6",1850 RPM,27 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
NZXT Kraken 280,//cdna.pcpartpicker.com/static/forever/images/product/84128080e04ff1cff81741225c168af0.256p.jpg,$144.99 ,NZXT,Kraken 280,RL-KN280-B1,500 - 1500 RPM,19.4 - 32.1 dB,Black,56 mm,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 280 mm,No,10
Noctua NH-L9i chromax.black,https://m.media-amazon.com/images/I/41JnT-wUvaL.jpg,$54.95 ,Noctua,N/A,"NH-L9i chromax.black, NH-L9i CH.BK, NH-L9I-CH-BK",600 - 2500 RPM,14.8 - 23.6 dB,Black,37 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,9
Thermalright Assassin X Refined SE ARGB,https://m.media-amazon.com/images/I/41rZHNYisPL.jpg,$19.29 ,Thermalright,N/A,"AX120 SE ARGB WHITE-D2, AX120 SE ARGB WHITE, AX120 REFINED SE WHT ARGB",1550 RPM,25.6 dB,White / Silver,148 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Noctua NH-D9L,//cdna.pcpartpicker.com/static/forever/images/product/64d63da64b2f8be28775078a8f8d550a.256p.jpg,$54.95 ,Noctua,N/A,NH-D9L,400 - 2000 RPM,16.3 - 22.8 dB,N/A,110 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,8
ID-COOLING IS-55 Black,https://m.media-amazon.com/images/I/414PpcxZBfL.jpg,$39.99 ,ID-COOLING,N/A,IS-55 Black,500 - 2000 RPM,31.2 dB,Black,55 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Thermaltake Water 3.0 Ultimate,//cdna.pcpartpicker.com/static/forever/images/product/46e435d913e84ecba319aa0c7003b969.med.256p.jpg,,Thermaltake,Water 3.0 Ultimate,CL-W007-PL12BL-A,1000 - 2000 RPM,20 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Thermalright Aqua Elite V3,https://m.media-amazon.com/images/I/31dtrhu3x8L.jpg,$55.90 ,Thermalright,N/A,Aqua Elite 360 White V3,1500 RPM,25.6 dB,White,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Thermalright Peerless Assassin,https://m.media-amazon.com/images/I/515t24oZu1S.jpg,$32.90 ,Thermalright,N/A,"Peerless Assassin 120, PA120, PA120 D6-CAD",1550 RPM,25.6 dB,Gray,157 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Corsair iCUE H150i ELITE CAPELLIX,//cdna.pcpartpicker.com/static/forever/images/product/c0affd65cd6738bf7da40dc7bfc85c44.256p.jpg,$288.99 ,Corsair,iCUE H150i ELITE CAPELLIX,CW-9060048-WW,2400 RPM,10 - 37 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Cooler Master MasterLiquid 240L Core ARGB,//cdna.pcpartpicker.com/static/forever/images/product/6bda3e4685a8a28b5cd9d04ef76eb46b.256p.jpg,$84.99 ,Cooler Master,MasterLiquid 240L Core ARGB,MLW-D24M-A18PZ-R1,350 - 1750 RPM,27.2 dB,Black,47 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 240 mm,No,10
Corsair iCUE H170i ELITE CAPELLIX,//cdna.pcpartpicker.com/static/forever/images/product/2362b7257dd759eadb5d830d3234f97e.256p.jpg,$340.00 ,Corsair,iCUE H170i ELITE CAPELLIX,CW-9060055-WW,2000 RPM,10 - 37 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 420 mm,No,9
Noctua NH-U12A,https://m.media-amazon.com/images/I/51Wo8vtn8kL.jpg,$119.95 ,Noctua,NH-U12A,nh-u12a,450 - 2000 RPM,18.8 - 22.6 dB,Brown,158 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
EK EK-Nucleus AIO CR360 Lux D-RGB,https://m.media-amazon.com/images/I/418tvnCL4UL.jpg,$163.99 ,EK,N/A,"EK-Nucleus AIO CR360 Lux D-RGB, 3831109851685",550 - 2300 RPM,36 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
ID-COOLING FROSTFLOW X,https://m.media-amazon.com/images/I/31MEpJBHH+L.jpg,$54.99 ,ID-COOLING,N/A,FROSTFLOW X 240 SNOW,700 - 1800 RPM,18 - 35.2 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,7
Corsair iCUE H170i ELITE LCD XT,//cdna.pcpartpicker.com/static/forever/images/product/bc2d553706b1009178d061fac7e55c67.256p.jpg,$299.99 ,Corsair,iCUE H170i ELITE LCD XT,CW-9060076-WW,500 - 1700 RPM,5 - 33.8 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 420 mm,No,9
NZXT Kraken Elite 280 RGB,//cdna.pcpartpicker.com/static/forever/images/product/1e70afe56a399c096762f4e707461113.256p.jpg,$199.99 ,NZXT,Kraken Elite 280 RGB,RL-KR28E-W1,500 - 1500 RPM,34.48 dB,White,60 mm,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 280 mm,No,10
ARCTIC Liquid Freezer III A-RGB,https://m.media-amazon.com/images/I/41Hjk4NijwL.jpg,$112.99 ,ARCTIC,N/A,ACFRE00142A,200 - 2000 RPM,N/A,Black,N/A,"AM4, AM5, LGA1700",Yes - 240 mm,No,7
Thermalright Aqua Elite V3,https://m.media-amazon.com/images/I/41pZVxhhiWL.jpg,$49.90 ,Thermalright,N/A,"Aqua Elite 240 Black V3, AQUA ELITE 240 V3",1500 RPM,25.6 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
NZXT Kraken 120,//cdna.pcpartpicker.com/static/forever/images/product/fce03253070b8542ded02ac3bdc3b8f7.256p.jpg,$84.99 ,NZXT,Kraken 120,RL-KR120-B1,500 - 2000 RPM,21 - 36 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,9
Asus ROG RYUJIN III 360 ARGB EVA-02 EDITION,https://m.media-amazon.com/images/I/31XrVjghACL.jpg,$599.99 ,Asus,ROG RYUJIN III 360 ARGB EVA-02 EDITION,"rog-ryujin-iii-360-argb-eva-02-edition, 90RC00L3-M0UAY0, 90RC00L3-M0AAY0, RYUJINIII360 ARGB EVA02ED",600 - 2200 RPM,36.45 dB,Red / Black,110 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 360 mm,No,10
